DealerComment,Component,Failure,DefectivePart,PartsReplaced,Cost,Translated_DealerComment,extracted_entities,defective_component,defective_part,failure_type,num_parts_replaced,total_cost,cause_of_failure
" SKARGA G OðNA PRACA SPRZ­G A WISKOTYCZNEGO, WYMIANA WISKOZY WENTYLATORA  CPRZ G OðNA PRACA SPRZ­G A WISKOTYCZNEGO, WYMIANA WISKOZY WENTYLATORA  KORECTA G OðNA PRACA SPRZ­G A WISKOTYCZNEGO, WYMIANA WISKOZY WENTYLATORA",FAN,DEFECT,VENTILATOR CONTRO,1.0,361.803132," COMPLAINT  MAIN OPERATION OF THE VISCOT COUPLING, REPLACEMENT OF THE VISCOSE FAN   CPRZ OPERATION OF THE VISCOTIC COUPLING , REPLACING THE VISCOSE FAN  CORRECTION  MAIN OPERATION OF THE VISCOTIC COUPLING, REPLACING THE VISCOSE FAN",{},N/A,N/A,N/A,N/A,N/A,N/A
" REKL - HECKTüR RECHTS SCHLIET NICHT, PRüFEN  GRUND - TüRSCHLO OBEN VERSTELLT  KORRECTUR - TüRSCHLO OBEN EINSTELLEN - GESAMTE HECKTüRSCHLIESUNG PRüFEN UND EINSTELLEN",REAR VAN DOORS,DEFECTIVE CLOSURE/OPENING,DOOR LOCK,0.0,36.5," REKL  - RIGHT REAR DOOR DOES NOT CLOSURE, CHECK   REASON - DOOR LOCK ADJUSTED AT TOP   CORRECTION  - ADJUST DOOR LOCK TOP - CHECK AND ADJUST ENTIRE REAR DOOR CLOSING",{},N/A,N/A,N/A,N/A,N/A,N/A
" SKARGA LUZNY PODLOKIETNIK LEWEGO FOTELA  CPRZ ZDEFORMOWANY PODLOKIETNIK, ODPADL, BRAK  KORECTA ZAMONOTOWANIE NOWEGO PODLOKIETNIKA",ARM REST,DEFORMED,ARMREST,1.0,72.898947," COMPLAINT  LOOSE LEFT SEAT ARMREST   CPRZ DEFORMED ARMREST, FELL OFF, MISSING   CORRECTION  INSTALLING A NEW ARMREST",{},N/A,N/A,N/A,N/A,N/A,N/A
"SKARGA WYMIANA GRZALKI ADBLUE JEST ZAMONTOWANY REZYSTOR
 CPRZ NARAWA DORAZNA GRZAKI ADBLUE KORECTA WYMIANA PRZEWODU ADBLUE",PIPES AD-BLUE,SHORT CIRCUIT,DELIVERY LINE,1.0,89.669474,"COMPLAINT  ADBLUE HEATER REPLACEMENT A RESISTOR IS INSTALLED
 CPRZ  ADDITIONAL REPAIR ADBLUE HEATERS  CORRECTION ADBLUE CABLE REPLACEMENT",{},N/A,N/A,N/A,N/A,N/A,N/A
COMPLAINT TRACTARE BAIA MARE - CLUJ CAUSE TRACTARE BAIA MARE - CLUJ CORRECTION TRACTARE BAIA MARE - CLUJ,ANS 24H RECOVERY CHARGE,MISCELLANEOUS,LEVEL SENSOR,0.0,285.132383, COMPLAINT  TRACKING BAIA MARE - CLUJ  CAUSES  TOWING BAIA MARE - CLUJ  CORRECTION TREATMENT BAIA MARE - CLUJ,{},N/A,N/A,N/A,N/A,N/A,N/A
"SKARGA STUKI POD KABINA CPRZ ZDEFORMOWANAE,ROZWULKANIZOWANE PODUSZKI KABINY 
PRZOD,STUKAJA PODCZAS JAZDY KORECTA WYMIANA PRZEDNICH PODUSZEK KABINY",FRONT RUBBER BLOCKS,DEFORMED,SET OF DOWELS,1.0,202.52,"COMPLAINT  KNOCKING UNDER THE CABIN  CPRZ DEFORMED, VULCANIZED CABIN PILLOWS 
FRONT, THEY KNK WHILE DRIVING CORRECTION  REPLACEMENT OF FRONT CABIN AIR CUSHIONS",{},N/A,N/A,N/A,N/A,N/A,N/A
" SKARGA ðWIECI SI­ KONTROLKA CHECK , SPRAWD± SILNIK  CPRZ NIESPRAWNY CZUJNIK TEMPERATURY SPALIN ZA SCR(WYNIK Z WYKRESU TEMPERATUR)  KORECTA TESTY DROGOWE,WYMIANA CZUJNIKA,KASOWANIE,THD-106577795",TEMPERATURE SENSOR,DEFECTIVE CONTACTS,SENSOR,1.0,150.928412," COMPLAINT  CHECK LIGHT IS ON, CHECK THE ENGINE   CPRZ FAILURE OF EXHAUST TEMPERATURE SENSOR FOR SCR (RESULT FROM TEMPERATURE CHART)  CORRECTION  ROAD TESTS, REPLACEMENT SENSOR,RESET,THD-106577795",{},N/A,N/A,N/A,N/A,N/A,N/A
RECLAMACAO luz do motor acesa CAUSA sensro pm com avaria CORRECAO subst. sensor pm,PARTICULATE SENSOR,DEFECT,PM SENSOR,1.0,140.16,COMPLAINT  engine light on CAUSE  pm sensor faulty  CORRECTION noun. pm sensor,{},N/A,N/A,N/A,N/A,N/A,N/A
"REKL FAHRZEUG NIMMT KEINEN GANG AN GRUND KURZSCHLUSS IM KABELSTRANG ZUM 
GANGWAHLSCHLATER AUTO-MATIC KORRECTUR GETRIEBEVERKABELUNG 
DURCHGEMESSEN,KURZSCHLUSS ZUM 
GANGWAHLSCHALTER (KABEL EINGEQUETSCHT)
BESEITIGT,DAZU SAEMTLICHE 
ARMATURENVERKLEITU NGEN A-E",GEARBOX CABLES,SHORT CIRCUIT,DASHBOARD WIRING,7.0,251.88,"REKL  VEHICLE DOES NOT GIVE IN GEAR  REASON SHORT CIRCUIT IN CABLE HARNESS TO 
GEAR SELECTION SWITCH AUTO-MATIC CORRECTION  TRANSMISSION WIRING 
MEASURED, SHORT CIRCUIT TO 
GEAR SELECTOR SWITCH (CABLE CRUSHED)
ELIMINATED, INCLUDING EVERYTHING 
FACTORY COVERS A-E",{},N/A,N/A,N/A,N/A,N/A,N/A
 REKL KLIMAANLAGE FUNKTIONIERT ZEITWEISE NICHT  GRUND KLIMAANLAGE FUNKTIONIERT ZEITWEISE NICHT. FEHLERSPEICHER AUSGELESEN UND DIAGNOSE DURCHGEFüHRT. DRüCKE AN DER KLIMAANLAGE KONTROLLIER T. DRUCK ZU HOCH  KORRECTUR KLIMAANLAGE FUNKTIONIERT ZEITWEISE NICHT. FEHLERSPEICHER AUSGELESEN UND DIAGNOSE DURCHGEFüHRT. DRüCKE AN DER KLIMAANLAGE KONTROLLIER T. DRUCK ZU HOCH. KLIMAANLAGE ENTLEERT UND NEU BEFüLLT. FUNKTIONSKONTROLLE DURCHGEFüHRT.,AIR CONDITIONER,LOW OUTPUT/EFFICIENCY,AIR CONDITIONER,0.0,179.189189, REKL  AIR CONDITIONING IS NOT WORKING AT TIMES   REASON AIR CONDITIONING IS NOT WORKING AT TIMES. ERROR MEMORY READ AND DIAGNOSIS PERFORMED. PRESSURE ON THE AIR CONDITIONER CHECK T. PRESSURE TOO HIGH  CORRECTION  AIR CONDITIONING IS NOT WORKING AT TIMES. ERROR MEMORY READ AND DIAGNOSIS PERFORMED. CHECK THE PRESSURE ON THE AIR CONDITIONING SYSTEM. PRESSURE TOO HIGH. AIR CONDITIONER DRAINED AND REFILLED. FUNCTIONAL CHECK PERFORMED.,{},N/A,N/A,N/A,N/A,N/A,N/A
 TIPO DANNO SPIA CANDELETTE ACCESA  CAUSA CORTO CIRCUITO UNA CANDELETTA PRERISCALDO  CORREZIONE DIAGNOSI CON UDT-PROCEDURA GUIDATA-CONTROLLO IMPIANTO ELETTRICO COME DA PROCEDURA-CONTROLLO CENTRALINA E CANDELETTE-SOSTITUZIONE CAN DELETTA IN CORTTO,PREHEATER PLUGS,SHORT CIRCUIT,HEATER PLUG,1.0,185.65, DAMAGE TYPE  GLOW LIGHT ON  CAUSE  SHORT CIRCUIT IN A GLOW PLUG   CORRECTION DIAGNOSIS WITH UDT - WIZED PROCEDURE - CHECK ELECTRICAL SYSTEM AS PER PROCEDURE - CHECK CONTROL UNIT AND GLOW PLUG - REPLACE CAN DELETTA IN BROKEN,{},N/A,N/A,N/A,N/A,N/A,N/A
"SKARGA WYCIEKI OLEJU Z TYLNEGO MOSTU CPRZ WADLIWY ROZSZCZELNIONY USZCZELNIACZ WAŁKA ATAK TYLNEGO 
MOSTU ZDEFORMOWANA WARGA USZCZELNIAJĄCA KORECTA WYMIANA USZCZELNIACZA",FLANGE SEAL,DEFECT,SHAFT SEAL,1.0,53.610526,"COMPLAINT  OIL LEAKS FROM THE REAR AXLE  CPRZ DEFECTIVE, LEAKING REAR ATTACK SHAFT SEAL 
BRIDGE DEFORMED SEALING LIP CORRECTION  REPLACEMENT OF SEALER",{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT Check and diagnose air conditioning system not cold CAUSE Check and pressure test system . Found system low on gas. carry out 
leak test and found A/C discharge hose leaking (compressor to 
condenser) CORRECTION Recover all gas and replace Discharge hose. Replenish with R134A 
and test system",AIR CONDITIONER,WEAR,HEATING TUBE,1.0,193.13125,"COMPLAINT Check and diagnose air conditioning system not cold CAUSE Check and pressure test system . Found system low on gas. carry out 
leak test and found A/C discharge hose leaking (compressor to 
condenser) CORRECTION Recover all gas and replace Discharge hose. Replenish with R134A 
and test system",{},N/A,N/A,N/A,N/A,N/A,N/A
"REKL Schiebetür Beifahrerseite prüfen, Zeigt Tür offen an GRUND Kontaktplatte an Schiebetür schadhafter Kontakt KORRECTUR Kontaktplatte an Schiebetür erneuert",DOOR CONN. FIXED PART,DEFECTIVE CONTACTS,CONNECTION,1.0,45.92,"REKL  Check passenger side sliding door, shows door open  REASON Contact plate on sliding door, defective contact  CORRECTION  Contact plate on sliding door replaced",{},N/A,N/A,N/A,N/A,N/A,N/A
"SICAYET araç viteslere geçmiyor. NEDEN yapılan kontrollerde debriyaj merkezin pres yerinden yağ 
kaçırdığı tespit edildi aracın viteslere geçmediği tespit edildi. YAPILANIS aracın debriyaj merkezi değişti",CLUTCH SYS TANK AND PUMP,BREAK,KIT-HYDRAULIC CYL,1.0,74.4044,"TEMPERATURE  vehicle does not shift into gear. FROM WHERE  During the checks, there was oil from the clutch centre's press area. 
It was determined that the car was missing and the vehicle did not shift into gear. PROCEDURE  vehicle's clutch center has been changed",{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT højre sidespejl klapper ind under kørsel CAUSE drejeled i spejlfod defekt og kan derfor ikke holde spejle, når der 
kommer vindmodstand på CORRECTION sidespejl udsk",CAB REARVIEW MIRROR,DEFECT,REAR MIRROR RIGHT,1.0,243.08311,"COMPLAIN  right wing mirror folds in while driving  CAUSE pivot joint in mirror base defective and therefore cannot hold mirrors when there 
comes wind resistance CORRECTION  side mirror ext",{},N/A,N/A,N/A,N/A,N/A,N/A
"COMPLAINT loosing water CAUSE traced to bottom rad hose , chaffed and leaking CORRECTION fit new rad hose refill with coolant antifreeze secure hose and run up 
and check for leaks all ok",RADIATOR SLEEVES,INTERFERENCE,WATER HOSE,4.0,164.476743,"COMPLAINT loosing water CAUSE traced to bottom rad hose , chaffed and leaking CORRECTION fit new rad hose refill with coolant antifreeze secure hose and run up 
and check for leaks all ok",{},N/A,N/A,N/A,N/A,N/A,N/A
"SKARGA Ubywa p·ynu w ch·odnicy CPRZ ROZSZCZELNIONA CH ODNICA WODY ORAZ P­
KNIETY PRZEWéD DO CH ODNICY KORECTA WYMIANA CH ODNICY I PRZEWODU NA NOWE",RADIATOR,BREAK,WATER RADIATOR,2.0,388.054738,"COMPLAINT  Loss of fluid in the radiator  CPRZ SEALING WATER CHANGE AND P
KNIETY COOLER HOSE KORECTA  REPLACEMENT OF THE COIL AND CABLE WITH NEW ones",{},N/A,N/A,N/A,N/A,N/A,N/A
 REKL Kappe fÜr radar Klappert  GRUND Befestigung halten nicht fest  KORRECTUR Radarkappe erneuert,CONTROL UNIT GUARD,LOOSE RETAINER,PLUG,1.0,11.17, REKL  Cap for radar rattles   REASON Fasteners do not hold firmly   CORRECTION  Radar cap renewed,{},N/A,N/A,N/A,N/A,N/A,N/A
COMPLAINT RECOVERY CAUSE RECOVERY CORRECTION RECOVERY,ANS 24H RECOVERY CHARGE,MISCELLANEOUS,HOOD WIRING,0.0,244.252874,COMPLAINT RECOVERY CAUSE RECOVERY CORRECTION RECOVERY,{},N/A,N/A,N/A,N/A,N/A,N/A
" REKL GERAEUSCHE VORDERACHSE PRüFEN  GRUND GERAEUSCHE VORDERACHSE PRüFEN: RADLAGER DER VORDERACHSE DEFEKT  KORRECTUR GERAEUSCHE VORDERACHSE PRüFEN: RADLAGER DER VORDERACHSE DEFEKT. SCHADENSBEFUND FESTGELEGT, RADLAGER A/E UND ERSETZT. HINWEIS: BEI AU SPRESSEN DES RADLAGERS LINKS IST DER ACHSSCHENKEL GEBROCHEN",BEARINGS,NOISE,WHEEL BEARINGS,9.0,1479.54," REKL  CHECK FRONT AXLE NOISE   REASON NOISE CHECK FRONT AXLE: FRONT AXLE WHEEL BEARING DEFECTIVE   CORRECTION  NOISE CHECK FRONT AXLE: FRONT AXLE WHEEL BEARING DEFECTIVE. DAMAGE ASSESSMENT FINISHED, WHEEL BEARING A/E AND REPLACED. NOTE: IF THE LEFT WHEEL BEARING IS PRESSED, THE STEERING KNUCKLE WILL BE BROKEN",{},N/A,N/A,N/A,N/A,N/A,N/A
 SKARGA KOMUNIKAT OTWARTYCH DRZWI BOCZNYCH  CPRZ PRZEBICIE W INSTALACJI ZLACZA DRZWI PRZESOWNYCH  KORECTA WYMIANA STYCZNIKéW DRZWI PRZESOWNYCH,DOOR CONN. FIXED PART,SHORT CIRCUIT,SLIDING CONTACT,2.0,76.798658, COMPLAINT  SIDE DOOR OPEN MESSAGE   CPRZ PUNCTURE IN THE SLIDING DOOR CONNECTOR INSTALLATION   CORRECTION  REPLACEMENT OF SLIDING DOOR CONTACTORS,{},N/A,N/A,N/A,N/A,N/A,N/A
"REKL MotorstÍrleuchte aktiv GRUND NOX-Sensor vor Kat defekt KORRECTUR Elektrische Anlage geprÜft, Sensor erneuert",NOX DETECTION SENSOR,LOW OUTPUT/EFFICIENCY,NOX SENSOR,1.0,308.28,"REKL  Engine malfunction light active  REASON NOX sensor in front of catalytic converter defective  CORRECTION  Electrical system checked, sensor replaced",{},N/A,N/A,N/A,N/A,N/A,N/A
"INCIDENT CLIENTCENTER 8001877290 DEP A CHERMIGNON BUS DEP 
SION CHERMIGNON RETOUR 53 KM A CHF 1,50/KM + TEMPS 
DEPLACEMENT DU MECANICIEN CAUSE CLIENTCENTER 8001877290 DEP A CHERMIGNON BUS DEP 
SION CHERMIGNON RETOUR 53 KM A CHF 1,50/KM + TEMPS 
DEPLACEMENT DU MECANICIEN SOLUTION CLIENTCENTER 8001877290 DEP A CHERMIGNON BUS DEP 
SION CHERMIGNON RETOUR 53 KM A CHF 1,50/KM + TEMPS 
DEPLACEMENT DU MECANICIEN",ANS 24 HOURS,MISCELLANEOUS,ECU-AIR BAG,50.0,444.71154,"INCIDENT  CUSTOMER CENTER 8001877290 DEP IN CHERMIGNON BUS DEP 
SION CHERMIGNON RETURN 53 KM AT CHF 1.50/KM + TIME 
MOVEMENT OF THE MECHANIC CAUSE  CLIENTCENTER 8001877290 DEP IN CHERMIGNON BUS DEP 
SION CHERMIGNON RETURN 53 KM AT CHF 1.50/KM + TIME 
MOVEMENT OF THE MECHANIC SOLUTION  CUSTOMER CENTER 8001877290 DEP IN CHERMIGNON BUS DEP 
SION CHERMIGNON RETURN 53 KM AT CHF 1.50/KM + TIME 
MECHANIC’S MOVEMENT",{},N/A,N/A,N/A,N/A,N/A,N/A
"REKL Fahrzeug - Schrägstand HA GRUND Hinterfedern überprüfen KORRECTUR Hinterfedern und Hinterfederbügel A-E, neu ausgerichtet, 
-500110WTR - Herzbolzen modifiziert und als Exzenter umgerüstet",LEAF SPRINGS REAR AXLE,"CONTROL,VERIFICATION",LEAF SPRING,0.0,313.48,"REKL  Vehicle - inclined position HA  REASON Check rear springs  CORRECTION  Rear springs and rear spring brackets A-E, realigned, 
-500110WTR - Heart bolt modified and converted into an eccentric",{},N/A,N/A,N/A,N/A,N/A,N/A
 SKARGA Problem z domykamoem drzwi przesuwnych  CPRZ Blokuje sie mechanizm gornego zamka drzwi przesuwnych  KORECTA Wymiana w/w zamka,LOCK,BLOCKAGE,DOOR LOCK,1.0,67.839999, COMPLAINT  Problem with closing sliding doors   CPRZ The upper sliding door lock mechanism is blocked   CORRECTION  Replacement of the above-mentioned lock,{},N/A,N/A,N/A,N/A,N/A,N/A
"REKL Motorfehler GRUND elektrischer Fehler Tachgrafgeber KORRECTUR Fehlerspeicher ausgelesen, Fehler 000657-13, Kitas Geber ersetzt und neu 
TachoprÜfung durchgefÜhrt",TACHOGRAPH SENDER,SHORT CIRCUIT,KITAS SENSOR,2.0,381.05,"REKL  Engine error  REASON electrical error tachograph generator  CORRECTION Error memory read out, error 000657-13, Kitas encoder replaced and new 
Speedometer test carried out",{},N/A,N/A,N/A,N/A,N/A,N/A
COMPLAINT Difficulty starting the engine. CAUSE motor short circuit. CORRECTION replace new.,STARTER MOTOR ASSY,SHORT CIRCUIT,STARTER MOTOR,1.0,212.9,COMPLAINT Difficulty starting the engine. CAUSE motor short circuit. CORRECTION replace new.,{},N/A,N/A,N/A,N/A,N/A,N/A
 SKARGA KOMUNIKAT UK ADU KIEROWNICZEGO  CPRZ BRAK AKTUALIZACJI MODULU KIEROWNICY  KORECTA AKTUALIZACJA MODULU KIEROWNICY,CHASSIS LOOM,UPDATE ENGINE ECU MS6.3,FRAME WIRING,0.0,28.196868, COMPLAINT  UK STEERING AUDIENCE MESSAGE   CPRZ NO STEERING WHEEL MODULE UPDATE   CORRECTION  STEERING WHEEL MODULE UPDATE,{},N/A,N/A,N/A,N/A,N/A,N/A
 SKARGA Pecherze lakieru na masce pojazdu  CPRZ Niewlasciwie polakierowana maska pojazdu  KORECTA Naprawa lakiernicza maski pojazdu,HOOD ASSEMBLY,UNEVEN PAINT,HOOD,1.0,104.362417, COMPLAINT  Paint bubbles on the hood of the vehicle   CPRZ Incorrectly painted vehicle hood   CORRECTION  Paint repair of the vehicle's hood,{},N/A,N/A,N/A,N/A,N/A,N/A
REKL Ölverlust Differenzialsperre GRUND Dichtung an Sperre undicht KORRECTUR Dichtung ersetzen,DIFFERENTIAL LOCK,DEFECT,GASKET,1.0,43.927928,REKL  Oil loss Differential lock  REASON Seal on barrier leaking  CORRECTION  Replace gasket,{},N/A,N/A,N/A,N/A,N/A,N/A
"TIPO DANNO AVARIA MOTORE ACCESO DTC 07E052-00 CATALIZZATORE 
SUPERAMENTO SOGLIA DI ALLARME. CAUSA dDIFETTOSITA PARTICOLARE. BOBINE DI ACCENSIONE IN 
CORTOCIRCUITO CON DANNEGGIAMENTO CANDELE. SENSORE 
TEMP E SONDE LAMBDA FUORI RANGE RESITENZA 
(CORTOCIRCUITO) CORREZIONE SOSTITUZIONE COMPLESSIVO BOBINE E CANDELE. SENSORE 
TEMPERATURA E SONDE LAMBDA CATALIZZATORE",IGNITION COIL,SHORT CIRCUIT,IGNITION COIL,11.0,642.75,"DAMAGE TYPE  ENGINE FAILURE ON DTC 07E052-00 CATALYST 
ALARM THRESHOLD EXCEEDED. CAUSE  dSPECIAL DEFECT. IGNITION COILS IN 
SHORT CIRCUIT WITH SPARK PLUG DAMAGE. SENSOR 
TEMP AND LAMBDA SENSORS OUT OF RESISTANCE RANGE 
(SHORT CIRCUIT) CORRECTION  REPLACEMENT OF THE COILS AND SPARK PLUG ASSEMBLY. SENSOR 
CATALYST TEMPERATURE AND LAMBDA PROBES",{},N/A,N/A,N/A,N/A,N/A,N/A
"SICAYET Müşteri aracın viteslere girdiğini aracın hareket etmediğini beyan etti. NEDEN Araca yapılan kontrolde yürümediğini kanala alınarak şanzıman 
söküldüğünde baskı balatanın sağlam olduğu görüldü.Aracın şanzımanı 
sökülüp dağıtıldığında,şanzıman çatal saplamalarının kesilip deforme 
olduğu görüldü. YAPILANIS Aracın şanzıman çatalı komple değiştirildi,şanzıman toplandı gerekli 
kontroller yapıldı arıza giderildi.Kullanılan şanzıman yağı 383,59=250,77 
tl,yağlanan bölgenin temizlenmesi için kullanılan temizleme malzemesi 
47.00 tl harici işçilik olarak girildi.",GEARBOX INTERNAL CONTROLS,DEFORMED,GEAR SELECTOR,300.77,534.851752,"TEMPERATURE  The customer stated that the vehicle was in gear and the vehicle was not moving. FROM WHERE  If the vehicle was checked and it was found that it was not working, the transmission was put into the channel. 
When it was disassembled, it was seen that the pressure lining was intact. The transmission of the vehicle 
When dismantled and dismantled, the transmission fork studs will not be cut or deformed. 
It was seen to be. PROCEDURE  The transmission fork of the vehicle was completely replaced, the transmission was assembled as required. 
Checks were made and the fault was resolved. Transmission oil used is 383.59=250.77 
TL, cleaning material used to clean the lubricated area 
47.00 TL was entered as external labor.",{},N/A,N/A,N/A,N/A,N/A,N/A
" RECLAMO TESTIGO MOTOR CON REDUCCIOéN DE PRESTACIONES  CAUSA SENSOR DE TEMPERATURA ANTES DEL DPF CORTOCIRCUITADO  SOLUCION LECTURA Y AN LISIS DE AVERòAS,SE SUSTITUYE SENSOR DE TEMPERATURA ANTERIOR AL DPF. SE REALIZA TEST EN CARRETERA",TEMPERATURE SENSOR,SHORT CIRCUIT,SENSOR,1.0,264.33," CLAIM  ENGINE WARNING WARNING WITH REDUCED PERFORMANCES   CAUSE TEMPERATURE SENSOR BEFORE DPF SHORT CIRCUIT   SOLUTION  READING AND ANALYSIS OF FAULTS, TEMPERATURE SENSOR PREVIOUS TO THE DPF IS REPLACED. ROAD TEST IS CARRIED OUT",{},N/A,N/A,N/A,N/A,N/A,N/A
TIPO DANNO SPIA AVARIA MOTORE ACCESA CAUSA CONTATTI DIFETTOSI SENSORE NOX ERRORE 000CA2-02 CORREZIONE SOST. SENSORE NOX A VALLE,NOX DETECTION SENSOR,SHORT CIRCUIT,SENSOR,3.0,248.62,DAMAGE TYPE  ENGINE FAILURE LIGHT ON CAUSE  FAULTY CONTACTS NOX SENSOR ERROR 000CA2-02  CORRECTION SUB. DOWNSTREAM NOX SENSOR,{},N/A,N/A,N/A,N/A,N/A,N/A
"KLACHT AUTO HEEFT VERSNELLINGSBAK STORING. SCHAKELT BIJ 
WEGRIJDEN WEL OP MAAR BLIJFT DAN IN DEZELFDE 
VERSNELLINGSHANGEN. EN P/D/R IS DAN OO K NIET MEER TE 
BEDIENEN PAS ALS JE HET VOERTUIG UIT ZET KAN OORZAAK ONREGELMATIGE WERKING CORRECTIE STORINGEN UITGELEZEN, ALLEEN OPGESLAGEN 
STORINGEN IN VERSNELLING BAK. STUKJE GEREDEN, ALLES 
OK. AAN DE HAND VAN FOUT 07F0C0 STORING CAN2 MET 
POOK, BEDRADING EN CONNETOR BIJ POOK 
GECONTROLEERD. BEDRADING HEEFT KLEM GEZETEN, 
BEDRADING HERSTELD EN STORINGEN GEWIST. P ROEFRIT 
GEMAAKT, ALLES OK. DIAGNOSE AUTOMATISCHE 
VERSNELLINGSBAK REGELEENHEDEN TESTEN EN 
STORINGSGEHEUGEN WISSEN DIAGNOSE AUTOMATIS E 
VERSNELLINGSBAK BEDRADING CONTROLEREN EN 
HERSTELLEN",CAB LOOM,DEFECTIVE CONTACTS,CAB WIRING,0.0,147.9,"COMPLAINT  CAR HAS GEARBOX FAILURE. SWITCHES ON 
IT DOES DRIVE AWAY, BUT IT REMAINS THE SAME 
GEAR HANGERS. AND P/D/R IS THEN NO LONGER TOO 
DO NOT OPERATE ONLY WHEN YOU TURN OFF THE VEHICLE CAN CAUSE  IRREGULAR OPERATION  CORRECTION ERRORS READ, ONLY SAVED 
MALFUNCTIONS IN THE GEARBOX. A LITTLE DRIVEN, EVERYTHING 
OK. USING ERROR 07F0C0 CAN2 MET FAILURE 
GEAR, WIRING AND CONNETOR AT GEAR 
CONTROLLED. WIRING IS STUCK, 
WIRING REPAIRED AND FAULTS CLEARED. P ROEF RIDE 
DONE, EVERYTHING OK. DIAGNOSIS AUTOMATIC 
GEARBOX CONTROL UNITS TESTING AND 
CLEAR ERROR MEMORY AUTOMATIC DIAGNOSTICS E 
CHECK GEARBOX WIRING AND 
RESTORE",{},N/A,N/A,N/A,N/A,N/A,N/A
"SKARGA świeci komunikat: ""niedostępny abs/esp"" CPRZ uszkodzony czujnik ABS przód lewy KORECTA diagnostyka, sprawdzenie instalacji, wymiana czujnika ABS",SENSOR,DEFECT,SENSOR,1.0,35.832214,"COMPLAINT  the message is on: ""abs/esp unavailable""  CPRZ damaged front left ABS sensor  CORRECTION  diagnostics, installation check, ABS sensor replacement",{},N/A,N/A,N/A,N/A,N/A,N/A
"SKARGA WYCIEK Z WYSPRZEGLIKA, WADLIWE WEWNETRZNE 
USZCZELNIENIE, WYMIANA WYSPRZEGLIKA CPRZ WYCIEK Z WYSPRZEGLIKA, WADLIWE WEWNETRZNE 
USZCZELNIENIE, WYMIANA WYSPRZEGLIKA KORECTA WYCIEK Z WYSPRZEGLIKA, WADLIWE WEWNETRZNE 
USZCZELNIENIE, WYMIANA WYSPRZEGLIKA",CLUTCH SYS TANK AND PUMP,DEFORMED,KIT-HYDRAULIC CYL,1.0,96.351231,"COMPLAINT  PRESSURE LEAKING, INTERNAL DEFECTIVE 
SEAL, CLUTCH REPLACEMENT CPRZ  PRESSURE LEAKING, INTERNAL DEFECTIVE 
SEAL, CLUTCH REPLACEMENT CORRECTION  PRESSURE LEAKING, INTERNAL DEFECTIVE 
SEALING, REPLACEMENT OF THE PRESSURE GEAR",{},N/A,N/A,N/A,N/A,N/A,N/A
" SKARGA SZUMI RADIO FM  CPRZ NIEPRAWIDLOWY KONTAKT W POLACZENIU MASOWYM WIAZKI KABINY Z ANTENA RADIA OD STR.INSTALACJI POJAZDU  KORECTA USUNIECIE NADMIARU LAKIERU, PRZYWROCENIE POLACZENIA",CAB LOOM,DEFECTIVE CONTACTS,SET OF WIRING,0.0,121.369126," COMPLAINT  HUMI ​​FM RADIO   CPRZ IMPROPER CONTACT IN THE MASS CONNECTION OF THE CAB HARNESS WITH THE RADIO ANTENNA FROM SIDE. VEHICLE INSTALLATION  CORRECTION  REMOVING EXCESS VARNISH, RESTORING THE CONNECTION",{},N/A,N/A,N/A,N/A,N/A,N/A
"SKARGA kontrolka silnika, brak mocy CPRZ zwarcie w obwodzie grzałki adblue KORECTA diagnostyka, wymiana grzałki",PIPES AD-BLUE,SHORT CIRCUIT,DELIVERY LINE,1.0,112.384787,"COMPLAINT  engine light, no power  CPRZ short circuit in the adblue heater circuit  CORRECTION  diagnostics, heater replacement",{},N/A,N/A,N/A,N/A,N/A,N/A
 COMPLAINT AD-BLUE LEAKING WHEN FILL AT PDI  CAUSE CHECKED AD-BLUE FILLER NECK CRACKED AND LEAKING  CORRECTION REPLACED AD-BLUE FILL NECK AND TEST ALL OK,PIPES AD-BLUE,CRACKED,FILLER NECK,1.0,358.453488, COMPLAINT AD-BLUE LEAKING WHEN FILL AT PDI  CAUSE CHECKED AD-BLUE FILLER NECK CRACKED AND LEAKING  CORRECTION REPLACED AD-BLUE FILL NECK AND TEST ALL OK,{},N/A,N/A,N/A,N/A,N/A,N/A
 TIPO DANNO QADRO SI ACCENDE -NON SI AVVIA  CAUSA 5801793720  CORREZIONE 762010100 S-R 1 ACCUMULATORE 762010402 RICARICA 1 ACCUMULATORE STACCATO 762010424 TEST BATTERIA/E CON U.D.T. 769130404 CONTR.EFFICIE NZA CONTATTI CONNESS.IMP.ELETTRICO,BATTERY,LOW OUTPUT/EFFICIENCY,BATTERY,0.0,49.0, DAMAGE TYPE  QADRO TURN ON - DOES NOT START   CAUSE 5801793720   CORRECTION 762010100 S-R 1 BATTERY 762010402 RECHARGE 1 BATTERY DISCONNECTED 762010424 TEST BATTERY/S WITH U.D.T. 769130404 EFFICIENCY CONTROL CONTACTS ELECTRICAL CONNECTION,{},N/A,N/A,N/A,N/A,N/A,N/A
