DealerComment,Component,Failure,DefectivePart,PartsReplaced,Cost
* ******************************SKARGA********************************** SPRAWDZENIE WYCIEKU P YNU CH ODNICZEGO * ********************************CPRZ********************************** ZDEFORMOWANY PRZEWOD DO CENTRALKI PLYNU CHLODNICZEGO * ******************************KORECTA********************************* WYMIANA NA NOWY PRZEWOD PLUNU CHLODNICZEGO,HEATER PIPES,DEFORMED,HEATING TUBE,2.0,57.117895
******************************INCIDENT******************************** RMQ ********************************CAUSE********************************* RMQ ******************************SOLUTION******************************** RMQ ANS 8001762760,ANS 24H RECOVERY CHARGE,MISCELLANEOUS,ECU-ENGINE,0.0,256.2
"* ******************************SKARGA********************************** wyswielta sie check enigne i po pewnym czasie sam gasnie, * ********************************CPRZ********************************** NIESPRAWNY CZUJNIK ROZNICY CISNIEN * ******************************KORECTA********************************* DIAG. KOMP., WYM. CZUJNIKA ROZNICY CISNIEN",PRESSURE SENSOR,SHORT CIRCUIT,DPF PRESSURE SENSOR,1.0,31.44
"******************************COMPLAINT******************************* Customer claims about excessive noise from rear part of vehicle ********************************CAUSE********************************* After vehicle inspection was identified that bevel gear appear noise and 
are blocked ******************************CORRECTION****************************** Replace rear axle
Economy used for vehicle inspection and road test",CROWN WHEEL AND PINION,BLOCKAGE,REAR AXLE/I,5.2,3469.2
"* ******************************TIPO_DANNO****************************** CONTROLLO PERDITA OLIO MOTORE * ********************************CAUSA********************************* LAVAGGIO ACCURATO PARTI IMBRATTATE ZONA SX MOTORE, PROVA SU STADA, RISCONTRATO PERDITA DA SCAMBIATORE DI CALORE OLIO. * ******************************CORREZIONE****************************** S/R LIQUIDO REFRIGERANTE, TUBAZIONI VARIE PER SOSTITUZIONE SCAMBIATORE PER GUARNIZIONE DIFETTOSTA NON FORNITA SINGOLARMENTE. RIPRIST INO LIVELLI, PROVA SU STRADA.",HEAT EXCHANGER,DEFECT,OIL/WATER HEAT EXCH.,2.0,164.47
* ******************************REKL************************************ Quietschen an der Va prÜfen * ********************************GRUND******************************** SchiebestÜcke VAL fest * ******************************KORRECTUR******************************* SchiebestÜcke VAL erneuert,BRAKE CALIPER,NO DISENGAGEMENT,KIT-BRAKE CALIPER,1.5,270.37
******************************COMPLAINT******************************* ДВС не нагревается до рабочей температуры ********************************CAUSE********************************* Неисправен термостат системы охлаждения ДВС ******************************CORRECTION****************************** Замена термостата,THERMOSTAT,BLOCKAGE,THERMOSTAT BODY,2.0,34.726445
"* ******************************REKL************************************ KUPPLUNGSBETAETIGUNG SCHWERGAENGIG * ********************************GRUND******************************** AUSRUECKHEBEL KLEMMT TEILWEISE * ******************************KORRECTUR******************************* GETRIEBE UND NEBENANTRIEB A-E, HEBEL ERNEUERT",RELEASE FORK,BLOCKAGE,CLUTCH LEVER,1.0,1211.94
* ******************************COMPLAINT******************************* VOYANT MOTEUR ALLUMER MAIS PAR INTERMITENCE * ********************************CAUSE********************************* CONTACT DEFFECTUEUX ECM * ******************************CORRECTION****************************** PREPARATION STATION U.D.T.DEP EDCDIAGNOSTIC SYSTEME EDC MOTEURSAUF PREPARATION STATIONLECTURE DE MEMOIRE DES PANNES ET EFFACEMENTSAU F PREPARATION STATIONCONTR.EFFIC. CONTACTS CONNEX. INST.ELECTRIQUEREPOSE ECM ESSAI OK,ENGINE DRIVE CONTR.UNIT,DEFECTIVE CONTACTS,ELECTR. CONTR. UNIT,0.0,83.6
"* ******************************TIPO_DANNO****************************** SPIA MIL ACCESA * ********************************CAUSA********************************* DIAGNOSI UDT AVARIA SU ATTUATORE VALVOLA DI BYPASS DELLO SCANBIATORE EGR. * ******************************CORREZIONE****************************** ESEGUITO PROCEDURA GUIDATA GUASTO, NON RILEVATO NESSUNA ANOMALIA DI FUNZIONAMENTO, CANCELLATO MEMORIA GUASTI E PROVA SU STRADA",ENGINE DRIVE CONTR.UNIT,DEFECT,ELECTROVALVE,0.0,12.8
"* ******************************REKL************************************ KUNDENBEANSTANDUNG : MOTORSTèRLAMPE IST AN, FZG. HAT LEISTUNGSVERLUST * ********************************GRUND******************************** Ladeluftschlauch ist gerissen * ******************************KORRECTUR******************************* Fehlerspeicher auslesen und lÍschen , Fehlersuche am Ladeluftsystem und Schlauch aus und einbauen",SLEEVES,BREAK,RUBBER SLEEVE,2.0,269.03
* ******************************TIPO_DANNO****************************** ... SPIA AVARIA MOTORE ACCESA * ********************************CAUSA********************************* ... TUBI PRESISONE MARMITTA ROTTI * ******************************CORREZIONE****************************** ... SOST TUBI MARMITTA,PIPES,BREAK,HOSE,2.0,67.6
* ******************************COMPLAINT******************************* FAILUREDESCR * ********************************CAUSE********************************* CAUSEDESCR * ******************************CORRECTION****************************** CORRECTIONDESCR,REAR AXLE ASSEMBLY,VIBRATIONS,BEVEL DRIVE,1.0,-1811.36
"* ******************************COMPLAINT******************************* RADAR FAULT * ********************************CAUSE********************************* ENTER VEHICLE ONTO UDT AND CHECKED FAULT CODES, RADAR OUT OF CALIBRATION. CHECKED LEVEL ON RADAR, FOUND -5, ADJUSTED LEVEL OF SENSOR AND CARRIED OUT CALIBRATION AND ROAD TESTED AND ALL FAULTS CLEARED. CUSTOMER CAME TO COLLECT AND FAULT RETURNED, CHECKED VOLTAGE TO SENSOR , HAD LOW VOLTAGE. STRIP DOWN FRONT END OF VEHICLE AND TRACE WIRING FOUND RUBBED THROUGH ON RADIATOR MOUNTING. * ******************************CORRECTION****************************** REPAIRED WIRING AND PUT BACK TOGETHER AND CARRIED AT EXTENDED ROAD TEST, ALL OK.",CAB LOOM,BREAK,WIRE/CABLE,0.0,334.252876
******************************RECLAMO******************************* VEHICULO NO ARRANCA ********************************CAUSA********************************* TEST BATERIA . ******************************SOLUCION****************************** SUSTITUIR BATERIA,BATTERY,SHORT CIRCUIT,BATTERY,1.0,407.08
"* ******************************REKL************************************ KLIMAANLAGE OHNE FUNKTION * ********************************GRUND******************************** KLIMAANLAGE LEER * ******************************KORRECTUR******************************* KLIMAANLAGE BEFüLLT, KONTRASTMITTEL EINGEFüLLT UND ABGELEUCHTET, KEIN LECK FESTSTELLBAR",AIR CONDITIONER,LOW OUTPUT/EFFICIENCY,AIR COND.CONDENSER,1.45,137.27
"******************************REKL************************************ Die Bremse der Vorderachse wird beidseitig heiß ********************************GRUND********************************* Die Führungsbolzen der beiden Bremssättel der Vorderachse sind fest. ******************************KORRECTUR******************************* Die Führungsbolzen der beiden Bremssättel der Vorderachse wurden 
erneuert.",BRAKE CALIPER GUIDING PIN,SEIZURE,KIT-BRAKE CALIPER,2.0,280.53
"******************************SKARGA********************************** WYCIEK OLOEJU ZE SKRZYNI BIEGOW ********************************CPRZ********************************** ZDEFORMOWANA WARGA USZCZELNIACZA WYJSCIOWEGO 
SKRZYNI BIEGOW,WYCIEKAA OLEJ ******************************KORECTA********************************* WYMIANA USZCZELNIACZA,SPRAWDZENIE OLEJU. PODCZAS 
NAPRAWY STWIERDZONO PEKNIECIA LACZNIKA 
ELASTYCZNEGO WALU PRZY SKRZYNI,WYMIENIONO NA NOWY.",SHAFT GASKETS,DEFORMED,SEALING KIT OUTPUT,2.0,176.002236
* ******************************INCIDENT******************************** VOYANT MOTEUR ALLUME PUIS ETEINT * ********************************CAUSE********************************* MAUVAIS RENDEMENT FILTRE A PARTICULES * ******************************SOLUTION******************************** DIAGNOSTIC CONTROLE SYSTEME ECHAPPEMENT EFFACEMENT DES PANNES REGENERATION SUR ROUTE FILTRE A PARTICULES,PARTICULATE TRAP,LOW OUTPUT/EFFICIENCY,CATALYTIC SILENCER,0.0,157.7
******************************SICAYET********************************* Arıza lambası yanıyor ********************************NEDEN********************************* Lambda oksijen sensöründe kısa devre var arıza lambasını yakıyor ******************************YAPILANIS******************************* Oksijen sensörü değiştirildi.,OXYGEN SENSOR,SHORT CIRCUIT,SENSOR,1.0,97.43421
"******************************INCIDENT******************************** PASSAGE DES VITESSES IMPOSSIBLE ********************************CAUSE********************************* RUPTURE FIXATIONS DES CABLES SUR LEVIER ******************************SOLUTION******************************** REMISE EN ETAT FIXATIONS DES CABLES SUR 
LEVIER",GEARBOX CONTROL,BROKEN RETAINER,SUPPORT,0.0,105.3
"* ******************************SKARGA********************************** BLAD CZUJNIKOW TMPS * ********************************CPRZ********************************** BRAK WSKAZAN KASETY TMPS * ******************************KORECTA********************************* DIAGNOSTYKA, RESET CENTRALKI CZUJNIKOW CISNIENIA",TYRE PRESSURE ECU,DEFECT,ECU TPMS,0.0,8.669474
"* ******************************REKL************************************ VORGLüHKONTROLLE LEUCHTET * ********************************GRUND******************************** GLüHKERZEN SCHWACHE LEISTUNG, ELEKTRISCHER DEFEKT * ******************************KORRECTUR******************************* DIAGNMOSE UND PRüFARBEITEN; KABELBAUM UND GLüHKERZEN PRüFEN, GLüHKERZEN ERN",PREHEATER PLUGS,DEFECTIVE CONTACTS,HEATER PLUG,5.0,344.1
* ******************************REKL************************************ 107590378 * ********************************GRUND******************************** CAUSEDESCR * ******************************KORRECTUR******************************* CORRECTIONDESCR,MECHANICAL GEARBOX ASSY,DEFECT,EXCHG.G.BOX JAWLA,1.0,1184.5
"******************************SKARGA********************************** pali sie kontrolka ad-blue, ********************************CPRZ********************************** zwarcie wewnetrzne, nieprawidowy odczyt , ******************************KORECTA********************************* wym.przewodu z podgrzewaczem p·ynu ad-blue,kasowanie bl²dÊw,",PIPES AD-BLUE,SHORT CIRCUIT,DELIVERY LINE,1.0,125.035793
* ******************************REKL************************************ MOTOR WIRD ZU HEISS/LUEFTER SCHALTET NICHT ZU. DIAGNOSE MOTOR. ELEKTRISCHE ANLAGE UEBERPRUEFT * ********************************GRUND******************************** ANGESCHEUERT. SICHERUNG DURCHGEBRANNT * ******************************KORRECTUR******************************* VERKABELUNG VORNE IM MOTORRAUM ZUR LUEFTERSTEUERUNG INSTANDGESETZT,COMPLETE ENGINE CABLING,SHORT CIRCUIT,MOTOR HARNESS,2.0,446.29
* ******************************RECLAMO******************************* 10 revisar puerta lateral que abre mal * ********************************CAUSA********************************* ROTURA DE CABLE DE PUERTA LATERAL * ******************************SOLUCION****************************** SUSTITUIR CABLE Y AJUSTAR PUERTA,VAN SLIDING DOOR,BREAK,CONTROL CABLE,1.0,85.79
* ******************************SKARGA********************************** LUZ NA RAMIONACH LUSTERAK PRZEDNICH PRAWE ORAZ LEWE * ********************************CPRZ********************************** LUZNE RAMIONA LUSTEREK ZEWNETRZNYCH * ******************************KORECTA********************************* WYMIANA LUSTEREK ZEWNETRZNYCH,CAB REARVIEW MIRROR,TOO LOOSE/FLEXIBLE,REAR MIRROR LEFT,2.0,412.991579
"******************************COMPLAINT******************************* Verificat articulatie axa fata - se aude zgomot puternic in partea dreapta 
la trecerea peste denivelari ********************************CAUSE********************************* Pivot superior dreapta defect - necesar inlocuire ******************************CORRECTION****************************** Inlocuit pivot superior dreapta fata",SUSP.ARM BALL JOINTS,DEFECT,BALL JOINT,1.0,20.900204
* ******************************REKL************************************ Fehlermeldung EDc prÜfen * ********************************GRUND******************************** Abgastemperatursensor hat internen defekt * ******************************KORRECTUR******************************* Sernsor erneuert,TEMPERATURE SENSOR,SHORT CIRCUIT,SENSOR,1.0,86.58
"******************************TIPO_DANNO****************************** PERDITA OLIO RUOTE POST ********************************CAUSA********************************* GHIERA TENUTA CUSCINETTI MOZZO SVITATA ******************************CORREZIONE****************************** SOSTITUZIONE PARAOLIO MOZZO POST 
SOSTITUZIONE PINZA FRENO POST IN QUANTO IL 
PORTA PINZA ROVINATO DALLO SFREGAMENTO DEL 
DISCO FATTO F ILETTATURA A FUSELLO PONTE IN 
QUANTO ROVINATA DALLA SFREGAMENTO",BEARING PLAY ADJ NUT,BREAK,FASTENING RING,6.0,834.22
"******************************REKL************************************ MOTOR WIRD HEISS ********************************GRUND********************************* Kabelunterbruch in Kabel zu Lüfter, dadurch Sicherung durchgebrannt ******************************KORRECTUR******************************* Fehlersuche starten, Sicherung Kühanlage durchgebrannt, 
Kabelunterbruch Lokalisieren, Verkabelung ausmessen, Unterbruch 
bei Stecker, reparieren",ELECTR.FAN RESISTOR,DEFECT,WIRE CONNECTOR,1.0,409.028846
******************************TIPO_DANNO****************************** verifica anomalia motore ********************************CAUSA********************************* verifica anomalia motore causa sprogramamzione centraline ******************************CORREZIONE****************************** diagnosi e cancellazione memoria guasti.,ADAPTIVE CRUISE CONTROL,DEFECT,ELECTR. CONTR. UNIT,0.0,67.5
