DealerComment,Component,Failure,DefectivePart,PartsReplaced,Cost,Translated_DealerComment,Cleaned_DealerComment,Classification
"******************************INCIDENT******************************** VOYANT ABS ET ESP ALLUMã EN INTERMITTENCE CAPTEUR DE 
PROXIMITã REMPLACER IL Y A 1 MOIS ********************************CAUSE********************************* MAUV RENDEMENT REDAR ******************************SOLUTION******************************** THD 107547522LONGUE RECHERCHE DE PANNE ET 
ECHANGE AVEC THDVOYANT ABS ET ESP ALLUMã EN 
INTERMITTENCE.CAPTEUR DE PROXIMITã REMPLACER I L Y 
A 1 MOIS.(Tps: .80)D-R 2 CAPTEURS INDUCTIFS 
ANTIBLOC.ROUES AVANT(Tps: .20)CONTR.EFFICACITE 
CABLES MASSE(Tps: .20)CONTR.EFF IC. CONTACTS 
CONNEX. INST.ELECTRIQUE(Tps: .10)PREPARATION STATION 
U.D.T.(Tps: .50)DIAGNOSTIC SYSTEME DE FREINAGESAUF 
PREPARATION TATION(Tps: .20)PROGRAMMATION MODULE 
ABS/ASR/EBS/ESPSUITE A DIAGNOSTIC OU 
REMPLACEMENT(Tps: 4.00)REMPL.CABLAGE COMPLET 
CHASSIS(Tp s: 1.50)REMPLACEMENT CABLAGE COMPLET 
TABLEAU DE BORDREVETEMENTS TABLEAU DE BORD 
DEPOSES(Tps: .50)D-R 2 ROUES AVANT(Tps: .50)D-R 2 
ROUES PONT ARRIERE(Tps: 1.20)EQUILIBRAGE 4 ROUES 
ARRIEREA ROUES DEPOSEES(Tps: .20)D-R RADAR 
ACC/",ACC SENSOR,LOW OUTPUT/EFFICIENCY,SENSOR,3.0,3039.18,"******************************INCIDENT********************************* ABS AND ESP WARNING LIGHTS INTERMITTENTLY PROXIMITY SENSOR REPLACED 1 MONTH AGO **********************************CAUSE********************************* POOR REDAR PERFORMANCE *******************************SOLUTION****************************** THD 107547522LONG TROUBLESHOOTING AND EXCHANGE WITH THDABS AND ESP WARNING LIGHTS INTERMITTENTLY. PROXIMITY SENSOR REPLACED 1 MONTH AGO.(Time: .80)D-R 2 INDUCTIVE SENSORS 
ANTI-LOCK FRONT WHEELS (Time: .20)CONTR.EFFICIENCY 
CABLES MASS(Time: .20)CONTR.EFF IC. CONTACTS CONNECTED ELECTRICAL INST.(Time: .10)STATION PREPARATION 
UDT.(Time: .50)BRAKING SYSTEM DIAGNOSTICSEXCEPT 
TATION PREPARATION(Time: .20)MODULE PROGRAMMING 
ABS/ASR/EBS/ESP FOLLOWING DIAGNOSTIC OR 
REPLACEMENT(Time: 4.00)COMPLETE WIRING REPLACEMENT 
CHASSIS(Time: 1.50)COMPLETE WIRING REPLACEMENT 
DASHBOARDDASHBOARD COVERINGS 
REMOVAL(Time: .50)D-R 2 FRONT WHEELS(Time: .50)D-R 2 
REAR AXLE WHEELS(Time: 1.20)4-WHEEL BALANCING 
REARWHEELS DEPOSITED(Time: .20)D-R RADAR ACC/",INCIDENT ABS AND ESP WARNING LIGHTS INTERMITTENTLY PROXIMITY SENSOR REPLACED 1 MONTH AGO CAUSE POOR REDAR PERFORMANCE SOLUTION THD 107547522LONG TROUBLESHOOTING AND EXCHANGE WITH THDABS AND ESP WARNING LIGHTS INTERMITTENTLY. PROXIMITY SENSOR REPLACED 1 MONTH AGO.(Time: .80)D-R 2 INDUCTIVE SENSORS ANTI-LOCK FRONT WHEELS (Time: .20)CONTR.EFFICIENCY CABLES MASS(Time: .20)CONTR.EFF IC. CONTACTS CONNECTED ELECTRICAL INST.(Time: .10)STATION PREPARATION UDT.(Time: .50)BRAKING SYSTEM DIAGNOSTICSEXCEPT TATION PREPARATION(Time: .20)MODULE PROGRAMMING ABS/ASR/EBS/ESP FOLLOWING DIAGNOSTIC OR REPLACEMENT(Time: 4.00)COMPLETE WIRING REPLACEMENT CHASSIS(Time: 1.50)COMPLETE WIRING REPLACEMENT DASHBOARDDASHBOARD COVERINGS REMOVAL(Time: .50)D-R 2 FRONT WHEELS(Time: .50)D-R 2 REAR AXLE WHEELS(Time: 1.20)4-WHEEL BALANCING REARWHEELS DEPOSITED(Time: .20)D-R RADAR ACC/,"{'Type of Failure': 0.2257080227136612, 'Defective Part': 0.1712157428264618, 'Cause of Failure: Design Flaw': 0.15235701203346252, 'Defective Component': 0.1469862163066864, 'Number of Parts Replaced': 0.10576748102903366, 'Cause of Failure: Material Issue': 0.09402891993522644, 'Cause of Failure: Human Error': 0.07225426286458969, 'Total Cost Incurred': 0.03168230876326561}"
* ******************************TIPO_DANNO****************************** ??? MOBILETTO CENTRALE NON SI CHIUDE BENE * ********************************CAUSA********************************* ... ROTTURA MOBILETTO CENTRALE * ******************************CORREZIONE****************************** ... SOSTITUZIONE MOBILETTO CENTRALE,DASHBOARD GLOVE COMPT.,BREAK,INTERIOR PANEL,1.0,265.03,* ******************************DAMAGE TYPE**************************** ??? CENTRAL CABINET DOES NOT CLOSE PROPERLY * ******************************CAUSE******************************** ... CENTRAL CABINET BREAKAGE * ******************************CORRECTION**************************** ... CENTRAL CABINET REPLACEMENT,DAMAGE TYPE ??? CENTRAL CABINET DOES NOT CLOSE PROPERLY CAUSE ... CENTRAL CABINET BREAKAGE CORRECTION ... CENTRAL CABINET REPLACEMENT,"{'Type of Failure': 0.24929623305797577, 'Defective Part': 0.14122366905212402, 'Defective Component': 0.1411638706922531, 'Cause of Failure: Material Issue': 0.13311298191547394, 'Cause of Failure: Human Error': 0.13100694119930267, 'Number of Parts Replaced': 0.09593126177787781, 'Cause of Failure: Design Flaw': 0.08664389699697495, 'Total Cost Incurred': 0.02162112481892109}"
* ******************************REKL************************************ Fehlermeldung Lichtanlage AnhÄnger. * ********************************GRUND******************************** AnhÄngersteckdose oxydiert. * ******************************KORRECTUR******************************* AnhÄngersteckdose ern.,MULTI-CONDUCTOR PLUG,DEFECTIVE CONTACTS,WIRE/CABLE,1.0,104.62,* ******************************RECL************************************ Error message trailer lighting system. * ********************************REASON******************************** Trailer socket oxidized. * ******************************CORRECTION****************************** Replace trailer socket.,RECL Error message trailer lighting system. REASON Trailer socket oxidized. CORRECTION Replace trailer socket.,"{'Defective Component': 0.18399812281131744, 'Defective Part': 0.16805098950862885, 'Type of Failure': 0.15002234280109406, 'Cause of Failure: Material Issue': 0.14553315937519073, 'Number of Parts Replaced': 0.11942163854837418, 'Cause of Failure: Design Flaw': 0.10614358633756638, 'Cause of Failure: Human Error': 0.0959327220916748, 'Total Cost Incurred': 0.03089745342731476}"
"******************************COMPLAINT******************************* The center finger fell out of the door hinge.

 ********************************CAUSE********************************* The center finger fell out of the door hinge.
 ******************************CORRECTION****************************** The center finger fell out of the door hinge.
-extra labour - paiting of door hinges.

",HINGES,BREAK,DOOR HINGE,1.0,292.883029,"******************************COMPLAINT******************************* The center finger fell out of the door hinge.

 ********************************CAUSE********************************* The center finger fell out of the door hinge.
 ******************************CORRECTION****************************** The center finger fell out of the door hinge.
-extra labour - paiting of door hinges.",COMPLAINT The center finger fell out of the door hinge. CAUSE The center finger fell out of the door hinge. CORRECTION The center finger fell out of the door hinge. -extra labour - paiting of door hinges.,"{'Cause of Failure: Human Error': 0.18392814695835114, 'Type of Failure': 0.1547379344701767, 'Defective Component': 0.13860075175762177, 'Defective Part': 0.12543520331382751, 'Cause of Failure: Design Flaw': 0.12498588860034943, 'Cause of Failure: Material Issue': 0.12440629303455353, 'Number of Parts Replaced': 0.08394326269626617, 'Total Cost Incurred': 0.06396251916885376}"
******************************COMPLAINT******************************* Towing service Čačak - Raška - Čačak ********************************CAUSE********************************* Towing service Čačak - Raška - Čačak ******************************CORRECTION****************************** Towing service Čačak - Raška - Čačak,ANS 24H RECOVERY CHARGE,MISCELLANEOUS,DELIVERY LINE,0.0,350.0,******************************COMPLAIN******************** ************ Towing service Čačak - Raška - Čačak ********************************* *CAUSE******************************** Towing service Čačak - Raška - Čačak ******** **********************CORRECTION**************************** *** Towing service Čačak - Raska - Čačak,COMPLAIN Towing service Čačak - Raška - Čačak CAUSE Towing service Čačak - Raška - Čačak CORRECTION Towing service Čačak - Raska - Čačak,"{'Type of Failure': 0.20457367599010468, 'Cause of Failure: Design Flaw': 0.13526445627212524, 'Cause of Failure: Human Error': 0.1277560591697693, 'Defective Part': 0.12105752527713776, 'Defective Component': 0.11873950064182281, 'Total Cost Incurred': 0.10406550765037537, 'Cause of Failure: Material Issue': 0.09975146502256393, 'Number of Parts Replaced': 0.08879180997610092}"
"* ******************************SKARGA********************************** Wyciek ze skrzyni biegow * ********************************CPRZ********************************** Niewlasciwy moment dokrecenia korka zaslepiajacego miejsce montazu impulsatora w obudowie sk.biegow * ******************************KORECTA********************************* Weryfikacja usterki, poprawa mocowania korka,spr.i uzupelnieni oleju, mycie zaolejonych podzespolow",GEAR CASE,LOOSE RETAINER,THREADED PLUG,1.5,32.74944,"* ******************************COMPLAINT************************************ Leak from the gearbox * *********************************CPRZ************************************ Incorrect tightening torque of the plug sealing the mounting location of the pulse generator in the gearbox housing * ********************************* CORRECTION********************************* Verification of the fault, improvement of the plug attachment, oil check and top-up, washing of oily components","COMPLAINT Leak from the gearbox CPRZ Incorrect tightening torque of the plug sealing the mounting location of the pulse generator in the gearbox housing CORRECTION Verification of the fault, improvement of the plug attachment, oil check and top-up, washing of oily components","{'Type of Failure': 0.21258828043937683, 'Defective Part': 0.14244623482227325, 'Defective Component': 0.13638128340244293, 'Cause of Failure: Design Flaw': 0.1355767548084259, 'Cause of Failure: Material Issue': 0.12980806827545166, 'Cause of Failure: Human Error': 0.11340822279453278, 'Number of Parts Replaced': 0.09285860508680344, 'Total Cost Incurred': 0.03693252429366112}"
"* ******************************KLACHT********************************** LINKER SPIEGEL SPELING OP DRAAIPUNT. * ********************************OORZAAK****************************** FOUTE SPELING * ******************************CORRECTIE******************************* LINKER SPIEGEL SPELING OP DRAAIPUNT, GEEN SCHADE GECONSTATEERD, SPIEGEL COMPLEET VERVANGEN.KLANT GAF OOK NOG AAN BIJGELUID TE HOREN RECHTS BIJ PORTIER. PROEFRIT SAMEN MET KLANT UITGEVOERD. RAMMEL BLEEK VAN SPIEGEL UNIT TE ZIJN. DEZE TRILDE TEGEN DE RUIT AAN. RECHT ER SPIEGEL U/I. MET FOAM RUIMTE OPGEVULD, NIEUWE PROEFRIT UITGEVOERD, BIJGELUID IS NU WEG.",CAB REARVIEW MIRROR,INCORRECT CLEARANCE,REAR MIRROR LEFT,1.0,275.38,"* ******************************COMPLAINT******************************* LEFT MIRROR PLAY AT PIVOT POINT. * ********************************CAUSE******************************* INCORRECT PLAY * ******************************CORRECTION******************************* LEFT MIRROR PLAY AT PIVOT POINT, NO DAMAGE FOUND, MIRROR COMPLETELY REPLACED. CUSTOMER ALSO INDICATED HEARD ADDITIVE NOISE ON THE RIGHT OF THE DOOR. TEST DRIVE CARRIED OUT TOGETHER WITH THE CUSTOMER. THE RATTLING APPEARED TO BE FROM THE MIRROR UNIT. IT VIBRATED AGAINST THE WINDOW. RIGHT MIRROR U/I. SPACE FILLED WITH FOAM, NEW TEST DRIVE CARRIED OUT, ADDITIVE NOISE IS NOW GONE.","COMPLAINT LEFT MIRROR PLAY AT PIVOT POINT. CAUSE INCORRECT PLAY CORRECTION LEFT MIRROR PLAY AT PIVOT POINT, NO DAMAGE FOUND, MIRROR COMPLETELY REPLACED. CUSTOMER ALSO INDICATED HEARD ADDITIVE NOISE ON THE RIGHT OF THE DOOR. TEST DRIVE CARRIED OUT TOGETHER WITH THE CUSTOMER. THE RATTLING APPEARED TO BE FROM THE MIRROR UNIT. IT VIBRATED AGAINST THE WINDOW. RIGHT MIRROR U/I. SPACE FILLED WITH FOAM, NEW TEST DRIVE CARRIED OUT, ADDITIVE NOISE IS NOW GONE.","{'Defective Component': 0.1626906543970108, 'Type of Failure': 0.15167932212352753, 'Defective Part': 0.1511017382144928, 'Cause of Failure: Material Issue': 0.14387504756450653, 'Cause of Failure: Design Flaw': 0.13648028671741486, 'Number of Parts Replaced': 0.11510780453681946, 'Cause of Failure: Human Error': 0.10585460066795349, 'Total Cost Incurred': 0.03321055322885513}"
"******************************INCIDENT******************************** PERTE LIQUIDE DE DIRECTION ASSISTER ********************************CAUSE********************************* RUPTURE CONDUITE D'HUILE DE DIRECTION ASSISTER ******************************SOLUTION******************************** DIAGNOSTIC/DEPOSE-REPOSE FILTRE A AIR/REMPLACEMENT 
CONDUITE REFOULEMENT D'HUILE DE DIRECTION 
ASSISTER/CONTROLE PRESSION D'HUILE DIRE CTION 
ASSISTER/PURGE DIRECTION ASSISTER ET MISE A NIVEAU 
D'HUILE/MISE A NIVEAU LIQUIDE REFROIDISSEMENT/ESSAI OK",HYDR.ST.SYS PIPES+HOSES,BREAK,HOSE,4.0,230.69,"******************************INCIDENT********************************* LOSS OF POWER STEERING FLUID **********************************CAUSE*********************************** POWER STEERING OIL PIPE BROKEN ******************************SOLUTION******************************** DIAGNOSIS/REMOVAL-INSTALLATION OF AIR FILTER/REPLACEMENT 
STEERING OIL DELIVERY PIPE 
POWER STEERING/CHECK STEERING OIL PRESSURE 
POWER STEERING/BLEEDING POWER STEERING AND OIL LEVELING/COOLANT LEVELING/OK TEST",INCIDENT LOSS OF POWER STEERING FLUID CAUSE POWER STEERING OIL PIPE BROKEN SOLUTION DIAGNOSIS/REMOVAL-INSTALLATION OF AIR FILTER/REPLACEMENT STEERING OIL DELIVERY PIPE POWER STEERING/CHECK STEERING OIL PRESSURE POWER STEERING/BLEEDING POWER STEERING AND OIL LEVELING/COOLANT LEVELING/OK TEST,"{'Type of Failure': 0.28550225496292114, 'Defective Component': 0.15201136469841003, 'Cause of Failure: Material Issue': 0.14071467518806458, 'Defective Part': 0.13616031408309937, 'Cause of Failure: Design Flaw': 0.09822489321231842, 'Cause of Failure: Human Error': 0.08653300255537033, 'Number of Parts Replaced': 0.07701230049133301, 'Total Cost Incurred': 0.02384122833609581}"
* ******************************TIPO_DANNO****************************** ... SPIA BAS ACCESA * ********************************CAUSA********************************* ... SENSORI ABS DIFETTOSI * ******************************CORREZIONE****************************** ... SOST SENSORI ABS ANT,SENSOR,DEFECT,SENSOR,2.0,76.84,* ******************************DAMAGE TYPE**************************** ... ABS WARNING LIGHT ON * ******************************CAUSE******************************** ... FAULTY ABS SENSORS * ******************************CORRECTION**************************** ... REPLACE FRONT ABS SENSORS,DAMAGE TYPE ... ABS WARNING LIGHT ON CAUSE ... FAULTY ABS SENSORS CORRECTION ... REPLACE FRONT ABS SENSORS,"{'Type of Failure': 0.2526816725730896, 'Defective Part': 0.1810893416404724, 'Defective Component': 0.13732440769672394, 'Cause of Failure: Human Error': 0.11869434267282486, 'Cause of Failure: Material Issue': 0.10013202577829361, 'Cause of Failure: Design Flaw': 0.09883786737918854, 'Number of Parts Replaced': 0.08564534038305283, 'Total Cost Incurred': 0.02559499815106392}"
"******************************COMPLAINT******************************* Únik vody ********************************CAUSE********************************* Kontrola vodního okruhu a motorového prostoru - zjištěna poškozená 
hadice vody od úniku paliva - zjištěno vadné palivové potrubí ******************************CORRECTION****************************** Provedena výměna potrubí vedení paliva a vodní potrubí",INJECTOR DELIVERY PIPES,DEFECT,INJECT.LINE SET,5.0,215.48,"******************************COMPLAIN******************** ************ Water leakage **********************************CAUSE*** ****************************** Water circuit and engine compartment inspection - found to be damaged 
water hose from fuel leak - detected faulty fuel pipe **********************************CORRECTION*********** ********************** Fuel line pipe and water pipe replaced",COMPLAIN Water leakage CAUSE Water circuit and engine compartment inspection - found to be damaged water hose from fuel leak - detected faulty fuel pipe CORRECTION Fuel line pipe and water pipe replaced,"{'Type of Failure': 0.17511439323425293, 'Cause of Failure: Material Issue': 0.15738506615161896, 'Number of Parts Replaced': 0.14921078085899353, 'Defective Component': 0.13522741198539734, 'Defective Part': 0.12747062742710114, 'Cause of Failure: Human Error': 0.11595393717288971, 'Cause of Failure: Design Flaw': 0.08222673833370209, 'Total Cost Incurred': 0.05741104483604431}"
