Component,Failure,DefectivePart,PartsReplaced,Cost,Translated_DealerComment,Label_1,Label_2,Label_3,Label_4,Label_5,Score_1,Score_2,Score_3,Score_4,Score_5
CAB REARVIEW MIRROR,TOO LOOSE/FLEXIBLE,REAR MIRROR RIGHT,1.0,107.42,"COMPLAIN  The right side mirror shakes CAUSE  Checking the mirror - too much play in the mirror joint detected - no longer possible 
tighten more - without external mechanical damage CORRECTION  Mirror replaced",Type of Failure,Number of Parts Replaced,Defective Component,Defective Part,Material Failure,0.21560874581336975,0.18193331360816956,0.1634093075990677,0.14697891473770142,0.11959805339574814
ANS 24H RECOVERY CHARGE,MISCELLANEOUS,SIDE SHAFT,0.0,541.92,"DAMAGE TYPE  Clientcenter order 8001747221 dated 14/06 - Vehicle stopped on the road, no 
moves - Vehicle not repairable on the road, sent tow truck for towing 
workshop CAUSE  Rear axle shaft breakage  CORRECTION Towing",Type of Failure,Material Failure,Defective Component,Defective Part,Number of Parts Replaced,0.28205257654190063,0.1753309816122055,0.17022423446178436,0.11679106950759888,0.11350179463624954
ENGINE DRIVE CONTR.UNIT,LOW OUTPUT/EFFICIENCY,ECU-ENGINE,2.0,294.3,"INCIDENT  ENGINE FAULT ON DASHBOARD  CAUSE POOR ECM MODULE PERFORMANCE  SOLUTION  TROUBLESHOOTING VIA DIAG / E-TIM PROCCEDURE FOLLOW / 
ECM AND ENGINE POWER HARNESS GROUND CHECK / 
CONNECTION CONTROL WITH CRIMPING RESUME AND 
ECM MODULE CONNECTION INSULATION / TERMINAL CLEANING 
BATTERY / ECM REPROG / TEST AFTER REPAIR OK",Type of Failure,Defective Component,Number of Parts Replaced,Defective Part,Material Failure,0.23808610439300537,0.18380507826805115,0.1486646980047226,0.14043761789798737,0.10107337683439255
ANS 24 HOURS,MISCELLANEOUS,RUBBER SLEEVE,0.0,85.0,REKL  EXTERNAL INSTALLATION IN LANGENBERGHEIM A45  REASON EXTERNAL INSTALLATION IN LANGENBERGHEIM A45  CORRECTION  DRIVE TO EXTERNAL INSTALLATION IN LANGENBERGHEIM A45,Type of Failure,Number of Parts Replaced,Defective Component,Material Failure,Defective Part,0.18492090702056885,0.16328808665275574,0.1265486776828766,0.1197551041841507,0.11901675909757614
PIPES AD-BLUE,INCORRECT ASSEMBLY,DELIVERY LINE,0.0,181.86,"REKL  Engine error light is active  REASON Inducement error, AdBlue line from metering valve 2 detached  CORRECTION  Troubleshooting, findings, line attached correctly, metering valve 
rinsed and AdBlue crystallization cleaned.",Type of Failure,Number of Parts Replaced,Defective Component,Defective Part,Material Failure,0.2547820210456848,0.1627020537853241,0.1507885754108429,0.13376103341579437,0.11050733178853989
TEMPERATURE SENSOR,SHORT CIRCUIT,SENSOR,1.0,107.46," DAMAGE TYPE  VEHICLE JERKED WHILE RUNNING   CAUSE SCR SYSTEM DIAGNOSIS, SENSOR FOUND DAMAGED CATALYST   CORRECTION  SUB",Type of Failure,Defective Component,Defective Part,Material Failure,Number of Parts Replaced,0.25101473927497864,0.19552341103553772,0.15483471751213074,0.13207940757274628,0.0842234194278717
ELECTRIC FAN,DEFORMED,REDUCER OIL COOLER,1.0,436.985965,"TEMPERATURE  A buzzing sound is heard when the vehicle is turned on, check  WHY During the inspection, it was determined that the transmission cooling fan was making excessive noise. 
We are of the opinion that the bearing inside the fan is broken. WHAT IS DONE  The vehicle's transmission cooler was replaced and the repair was completed.",Type of Failure,Defective Component,Number of Parts Replaced,Material Failure,Defective Part,0.17764875292778015,0.16241347789764404,0.15313251316547394,0.14669732749462128,0.14669403433799744
BEARINGS,NOISE,WHEEL BEARINGS,2.0,229.771812,COMPLAINT  NOISE FROM THE REAR WHEELS  CPRZ EXCESSIVE PLAY OF REAR WHEEL HUB BEARINGS CORRECTION  REPLACEMENT OF REAR WHEEL HUB BEARINGS,Number of Parts Replaced,Type of Failure,Defective Component,Defective Part,Material Failure,0.18685147166252136,0.1805252730846405,0.1729915887117386,0.16293838620185852,0.10197871178388596
ANS 24 HOURS,MISCELLANEOUS,KIT,0.0,127.255814,"COMPLAINT Attend vehicle at Gamma Road, Rochester ME3 9ND CAUSE Attend vehicle at Gamma Road, Rochester ME3 9ND, arrange 
recovery CORRECTION Attend vehicle at Gamma Road, Rochester ME3 9ND, arrange 
recovery",Type of Failure,Defective Component,Defective Part,Material Failure,Number of Parts Replaced,0.27504533529281616,0.16467885673046112,0.1415093094110489,0.11405228823423386,0.09323406964540482
LANE WARNING CCTV,DEFECTIVE CONTACTS,TV-CAMERA,1.0,1051.42," REKL  VARIOUS ERROR MESSAGES ACC, ESP ETC. ARE DISPLAYED  REASON  ERRORS ARE DISPLAYED DUE TO A FAULT IN THE FRONT CAMERA   CORRECTION CAMERA CHECKED AND REPLACED CALIBRATION RUN PERFORMED",Type of Failure,Material Failure,Defective Component,Number of Parts Replaced,Defective Part,0.283538281917572,0.1382778435945511,0.13390882313251495,0.12268426269292831,0.11517145484685898
ALTERNATOR CONTROL PULLEY,BLOCKAGE,PULLEY,2.0,170.15, DAMAGE TYPE  ENGINE NOISE  CAUSE  BLOCKED ALTERNATOR PULLEY   CORRECTION CHANGED ALTERNATOR PULLEY AND ENGINE BELT FOUND FRAYED,Type of Failure,Defective Component,Defective Part,Material Failure,Number of Parts Replaced,0.23856303095817566,0.20697832107543945,0.17097105085849762,0.12777502834796906,0.11224468052387238
SUSP.ARM BALL JOINTS,NOISE,BALL JOINT,2.0,313.74,DAMAGE TYPE  noise at the front when turning the steering...  CAUSE ... joint broken  CORRECTION  ...sub. arrived,Type of Failure,Defective Component,Defective Part,Material Failure,Number of Parts Replaced,0.20733092725276947,0.18379782140254974,0.16291490197181702,0.14796994626522064,0.11723354458808899
ENGINE BREATHER,DEFECT,BREATHER,3.0,273.11158," COMPLAINT  Oil in the supercharging system   CPRZ Internal engine breather valve failure, spewing oil   CORRECTION  Engine breather replacement",Type of Failure,Defective Component,Material Failure,Defective Part,Number of Parts Replaced,0.23923587799072266,0.1816878765821457,0.15310436487197876,0.1515205353498459,0.12303716689348221
FUEL RETURN PIPE,CRACKED,FUEL LINE,2.0,109.68, DAMAGE TYPE  DIESEL LEAKAGE FROM RETURN PIPE TO TANK   CAUSE RETURN PIPE CRACK ON TANK   CORRECTION  REPLACEMENT OF RETURN PIPE TO TANK,Type of Failure,Defective Component,Material Failure,Defective Part,Number of Parts Replaced,0.2544933259487152,0.17447294294834137,0.15479663014411926,0.13563115894794464,0.12828068435192108
"PRESS SENSOR, COOLING SYS",DEFECT,SWITCH,1.0,117.84," DAMAGE TYPE  START&STOP NOT AVAILABLE AT STARTING AND ENGINE FAULT LIGHT ON   CAUSE DEFECTIVE COOLING SYSTEM PRESSURE SENSOR   CORRECTION  DIAGNOSIS, ENGINE WATER TANK SENSOR REPLACEMENT, FORCED REGENERATION, PARAMETER RESETTING AND ERROR CLEARING, ROAD TEST",Type of Failure,Defective Component,Defective Part,Number of Parts Replaced,Material Failure,0.28931647539138794,0.2817068099975586,0.19906239211559296,0.08899225294589996,0.061841584742069244
NOX DETECTION SENSOR,BREAK,PM SENSOR,8.0,216.31,"COMPLAINT  CHECK ENGINE LIGHT ON CAUSE  NITROGEN OXIDE (NOX) INPUT DETECTION SENSOR IN 
SHORT CIRCUIT CORRECTION  REPLACE NITROGEN OXIDE INPUT DETECTION SENSOR 
(NOX)",Type of Failure,Number of Parts Replaced,Defective Component,Defective Part,Material Failure,0.20823395252227783,0.19616587460041046,0.1479838788509369,0.12179403752088547,0.10227779299020767
PUMP TO FILTER PIPE,BREAK,FUEL LINE,1.0,34.59,COMPLAINT Fuel leaks. CAUSE The fuel hose rubbed against the chassis. CORRECTION Replace fuel hose.,Type of Failure,Defective Component,Defective Part,Material Failure,Number of Parts Replaced,0.20993030071258545,0.1819046437740326,0.17931495606899261,0.17777222394943237,0.10087248682975769
BEARINGS,DEFECT,WHEEL BEARINGS,4.0,429.306307,"REKL  Noise and oil loss hr  REASON HR wheel bearing defective  CORRECTION  Wheel bearing hr, A+E, replace, seal",Defective Component,Defective Part,Type of Failure,Number of Parts Replaced,Material Failure,0.26548489928245544,0.25119608640670776,0.1320495307445526,0.13040395081043243,0.08861944079399109
DIFFERENTIAL REAR AXLE,NOISE,KIT-DIFFERENTIAL,9.0,1889.38, DAMAGE TYPE  DIFFERENTIAL NOISE  CAUSE  DIFFERENTIAL GEARBREAKAGE   CORRECTION REVISION WITH REPLACEMENT PARTIES,Type of Failure,Defective Component,Number of Parts Replaced,Defective Part,Material Failure,0.2319888174533844,0.21744762361049652,0.20080451667308807,0.11670761555433273,0.09985432773828506
BATTERY TO STARTER LOOM,DEFECTIVE CONTACTS,FRAME WIRING,1.0,39.39,"REKL  Vehicle no longer starts at the scene of the breakdown. REASON  Lost fuse, starter cable is damaged. CORRECTION  Fuse replaced, starter cable at the breakdown site Insingen-Leuzhof
repaired.",Material Failure,Type of Failure,Number of Parts Replaced,Defective Component,Defective Part,0.19510550796985626,0.1772264838218689,0.16550859808921814,0.15695048868656158,0.14578703045845032
CHASSIS LOOM,BREAK,FRAME WIRING,0.0,396.9, INCIDENT  TRAILER LIGHTS DO NOT WORK   CAUSE CHASSIS HARNESS POWER SUPPLY TO TRAILER SOCKET   SOLUTION  FUSE CTRL - RAS - LIGHTING TEST WITH TEST RAMP - KO - PLUG CONNECTION CTRL - RAS - CHASSIS HARNESS INTEGRITY CTRL - HARNESS REPAIR - TEST AFTER WORK OK,Type of Failure,Number of Parts Replaced,Defective Component,Defective Part,Material Failure,0.23055562376976013,0.15960019826889038,0.1576145738363266,0.14503313601016998,0.11551935970783234
REAR LIGHT,WATER INFILTRATION,TAIL LAMP,11.0,106.54, INCIDENT  LIGHT ON ON THE DASHBOARD NO MORE PRESENCE OF WATER IN THE FIRE   CAUSE WATER INFILTRATION IN FIRE CAUSING DESTRUCTION OF LAMPS  SOLUTION  D-R 1 REAR LIGHT PLUS LAMPS,Number of Parts Replaced,Type of Failure,Defective Component,Material Failure,Defective Part,0.20127563178539276,0.1737365424633026,0.17222322523593903,0.12672272324562073,0.12380067259073257
GEAR CONTROL ROD ASSY,DEFECT,FLEXIBLE CONTROL,0.0,12.0,COMPLAIN  The vehicle shifts 1st and 2nd gears incorrectly  CAUSE Shift check - a fault in the shift rods was detected  CORRECTION  Tie rod repair done,Type of Failure,Number of Parts Replaced,Defective Component,Defective Part,Material Failure,0.22795453667640686,0.16629575192928314,0.1417740136384964,0.13904526829719543,0.13360705971717834
BRAKE ADJUSTER,MISFIRE,BRAKE SADDLE,0.0,187.692306,"REKL  “Brake” warning light active in the display. REASON  Handbrake end stop fault. CORRECTION  Determine malfunction. Error memory with test device
read out, delete. Reprogram the handbrake.
Functional test, test drive. (-Economy)",Type of Failure,Defective Component,Defective Part,Number of Parts Replaced,Material Failure,0.22198361158370972,0.17509306967258453,0.1488330066204071,0.11447610706090927,0.10988757759332657
STARTER MOTOR ASSY,DEFECT,STARTER MOTOR,1.0,193.333334,"COMPLAINT  DIFFICULT TO START PRJ  INTERNAL STARTER FAILURE, INCREASED CURRENT CONSUMPTION  CORRECTION  STARTER REPLACEMENT",Type of Failure,Defective Component,Defective Part,Number of Parts Replaced,Material Failure,0.2303450107574463,0.181454136967659,0.1588478982448578,0.150856152176857,0.09502461552619934
REAR DOOR CONNECTION,NO WARNING,SLIDING CONTACT,2.0,86.42,CLAIM  MARK REAR DOOR OPEN CAUSE  CONTACTOR FAULT  SOLUTION CHANGE CONTACTORS,Type of Failure,Defective Component,Defective Part,Number of Parts Replaced,Material Failure,0.24292248487472534,0.1696191430091858,0.16683174669742584,0.13481353223323822,0.09227804839611053
DOOR STOP-BLOCK,DEFORMED,FACING,3.0,145.65," REKL  OUTER PANEL ON BOTH FHS DOORS PROTECT, ARE NOT ON   REASON OUTSIDE PANELS ON BOTH FHS DOORS HAVE BEEN DEFORMED, NEED TO BE RENEWED  CORRECTION  DOOR BUMPER PROTECTION STRIPS RIGHT AND LEFT A-E; RENEWED",Number of Parts Replaced,Defective Part,Type of Failure,Defective Component,Material Failure,0.19757336378097534,0.15918387472629547,0.15495818853378296,0.1486184298992157,0.1384267956018448
PREHEATER PLUGS,DEFECTIVE CONTACTS,HEATER PLUG,1.0,196.37," REKL  Bulb filament error in the display   REASON Diagnosis: Glow plug relay; Electrical system and connections checked OK, caused by cylinder 4 Glow plug defective  CORRECTION  Cylinder 4 glow plug replaced",Defective Component,Defective Part,Type of Failure,Number of Parts Replaced,Material Failure,0.2877171039581299,0.22183384001255035,0.1419970691204071,0.1293136328458786,0.09414426982402802
TEMPERATURE SENSOR,DEFECT,SENSOR,1.0,145.374269,"COMPLAINT checck and report on fault codes
 CAUSE faulty exhaust lamda sensor CORRECTION remove and replace lamda sensor and test vehicle.",Defective Component,Type of Failure,Defective Part,Number of Parts Replaced,Material Failure,0.22262929379940033,0.19715256989002228,0.17849262058734894,0.1251412183046341,0.11977224797010422
PIPES AD-BLUE,DEFECT,DELIVERY LINE,1.0,105.686316,"COMPLAINT  DPF INDICATOR IS ON, POWER LIMITATION MESSAGE  CPRZ INFUNCTIONAL ADBLUE HEATER  CORRECTION  ADBLUE HEATER REPLACEMENT",Defective Component,Defective Part,Type of Failure,Number of Parts Replaced,Design Flaw,0.30334705114364624,0.2931421399116516,0.14259600639343262,0.07700993120670319,0.06916526705026627
SUSP.ARM BALL JOINTS,DEFORMED,BALL JOINT,4.0,659.08, DAMAGE TYPE  ABNORMAL STEERING PLAY  CAUSE  DEFORMATION OF SUSPENSION ARMS JOINT HEADS. ANT.  CORRECTION  REMOVAL REFITTING TWO UPRIGHTS KNEE JOINT HEADS REPLACED FRONT WHEEL INCIDENCE ADJUSTED. WITH MECHANICAL EQUIPMENT,Type of Failure,Defective Component,Number of Parts Replaced,Defective Part,Material Failure,0.23673145473003387,0.18604257702827454,0.16973748803138733,0.14777877926826477,0.10418622940778732
ENGINE DRIVE CONTR.UNIT,DEFECT,ELECTR. CONTR. UNIT,0.0,65.0," DAMAGE TYPE  SMOKE LIGHT ON  CAUSE  DEFECTIVE ENGINE CONTROL UNIT   CORRECTION FUEL SYSTEM DIAGNOSIS , THD OPENING 106957927, ECU PROGRAMMING AS THD INDICATIONS, PARAMETERS RESETTING, ERROR CLEARING AND VEHICLE TESTING ON THE ROAD",Defective Component,Defective Part,Type of Failure,Number of Parts Replaced,Material Failure,0.3377954065799713,0.22874730825424194,0.18180117011070251,0.08205555379390717,0.07175404578447342
ANS 24 HOURS,MISCELLANEOUS,BATTERY,0.0,141.0,"REKL  VEHICLE WILL NOT START  BASIC EXTERNAL INSTALLATION TO 93049 REGENSBURG RENNWEG 
29 (28KM) CORRECTION  BATTERY DEEPLY DISCHARGED, BATTERY REPLACED 
VEHICLE STARTED",Type of Failure,Defective Component,Number of Parts Replaced,Defective Part,Material Failure,0.18916037678718567,0.18087603151798248,0.16132305562496185,0.14925220608711243,0.13293562829494476
EGR VALVE,BREAK,EGR VALVE,1.0,376.4,"INCIDENT  ENGINE LIGHT CAUSE  CONTINUED TEST AFTER SURAL HOSE REPLACEMENT 
ENGINE LIGHT COMES ON AGAIN DIAG EASY FAULT 
EGR CHECK EGR VALVE PARAMETER BLOCKED SOLUTION  EGR VALVE REPLACEMENT RESET TEST 
Okay",Type of Failure,Defective Component,Defective Part,Number of Parts Replaced,Material Failure,0.28849858045578003,0.14937634766101837,0.12064994126558304,0.11505607515573502,0.11360999196767807
DASHBOARD TRIM,BROKEN RETAINER,STOP PLATE,1.0,103.26," REKL  CHECK PANELS IN THE CAB, ARE PARTIALLY LOOSE   REASON 2 CLIPSES BROKEN ON THE RADIO COVER  CORRECTION  COVER RENEWED",Number of Parts Replaced,Material Failure,Type of Failure,Defective Component,Defective Part,0.20520509779453278,0.16602875292301178,0.16251470148563385,0.14406663179397583,0.12922105193138123
ANS 24 HOURS,MISCELLANEOUS,ELECTR. CONTR. UNIT,0.0,95.069767,COMPLAINT TRAVEL TINE CAUSE TRAVEL TIME CORRECTION TRAVEL TIME,Type of Failure,Number of Parts Replaced,Defective Component,Defective Part,Material Failure,0.28055334091186523,0.14225323498249054,0.1404942274093628,0.1330614537000656,0.10492492467164993
ALTERNATOR CONTROL PULLEY,DEFORMED,PULLEY,1.0,154.296841, COMPLAINT  $ front engine noise   CPRZ DEFORMED ALTERNATOR WHEEL ROLLER   CORRECTION  REPLACEMENT OF THE ALTERNATOR WHEEL ROLLER,Number of Parts Replaced,Type of Failure,Defective Component,Defective Part,Total Cost Incurred,0.20791275799274445,0.17492112517356873,0.15816330909729004,0.15270762145519257,0.09853461384773254
OXYGEN SENSOR,DEFECT,SENSOR,1.0,65.285434, COMPLAINT  DASHBOARD LIGHTS ON  CAUSES  LAMBDA GAS EXHAUST PROBE DEFECTIVE/WRONG INFORMATION  CORRECTION REPLACEMENT OF THE ENGINE GAS EXHAUST LAMBDA PROBE,Defective Component,Defective Part,Type of Failure,Number of Parts Replaced,Material Failure,0.2800752818584442,0.18084947764873505,0.17332762479782104,0.10347796976566315,0.10179344564676285
ANS 24H RECOVERY CHARGE,MISCELLANEOUS,ROLLER CAGE,0.0,701.25,REKL  Vehicle not drivable  REASON Vehicle not drivable  CORRECTION  Tow in vehicle,Type of Failure,Defective Component,Defective Part,Number of Parts Replaced,Material Failure,0.2578582167625427,0.14251679182052612,0.13950268924236298,0.13605551421642303,0.12693221867084503
TEMPERATURE SENSOR,DEFECT,SENSOR,2.0,156.34,REKL  EDC CONTROL TO  REASON BOTH EXHAUST SENSORS DEFECTIVE  CORRECTION  EXHAUST SENSORS RENEWED,Defective Component,Number of Parts Replaced,Defective Part,Type of Failure,Material Failure,0.22605209052562714,0.19351547956466675,0.19339922070503235,0.13179989159107208,0.08464618027210236
THERMOST.CONTROL UNIT,DEFECTIVE CONTACTS,ELECTR. CONTR. UNIT,11.0,959.91,"DAMAGE TYPE  ENGINE LIGHT AND GLOW PLUGS ON VEHICLE GOES ON 
LIMITATION CAUSE  glow plug control unit shorted  CORRECTION diagnosis ric fault sr glow plugs and control unit to replace sr dashboard repair system 
electrical interrupted up to the control unit",Type of Failure,Defective Component,Defective Part,Number of Parts Replaced,Material Failure,0.38500064611434937,0.1415654718875885,0.1299697905778885,0.12295249849557877,0.08622825890779495
REAR VAN DOORS,BREAK,DOOR REAR,2.0,1069.6,"CLAIM  Breakage of the right rear door in the fixation to the lower hinge. CAUSE  Door phallus. SOLUTION  Replacing the rear door.
Invoices for painting and silk-screening the new door are included.
Time is used in Economics to soften the hinge.",Type of Failure,Defective Component,Material Failure,Defective Part,Number of Parts Replaced,0.18837738037109375,0.1667570322751999,0.1517137587070465,0.13510726392269135,0.12994615733623505
ANS 24 HOURS,MISCELLANEOUS,WIRE/CABLE,0.0,32.02,"CLAIM  EXPTE 8001741791 DAY 05/30/2022 WORKSHOP ACT 20:00 START TIME 
20:10 T.A. 20:20 T.R. 23:10 END 23:20 CHECK AND LOCATE FAULT, 
MAKE DIAGNOSIS, REVIEW ELECTRICAL INSTALLATION OF THE 
ADBLUE. REPAIR CAUSE  EXPTE 8001741791 DAY 05/30/2022 WORKSHOP ACT 20:00 START TIME 
20:10 T.A. 20:20 T.R. 23:10 END 23:20 REVIEW AND LOCATE 
FAULT, MAKE DIAGNOSIS, CHECK ELECTRICAL INSTALLATION 
FROM ADBLUE. REPAIR THE ELECTRICAL INSTALLATION OF THE 
ADBLUE PIPE HEATING SENSOR THAT 
IT IS CRUSHED AND IN SHORT CIRCUIT. TEST 
FROM ADBLUE AFTER REPAIR AND TEST VEHICLE SOLUTION  EXPTE 8001741791 DAY 05/30/2022 ACT WORKSHOP 20:00 START TIME 
20:10 T.A. 20:20 T.R. 23:10 END 23:20 REVIEW AND LOCATE 
FAULT, MAKE DIAGNOSIS, CHECK ELECTRICAL INSTALLATION 
FROM ADBLUE. REPAIR THE ELECTRICAL INSTALLATION OF THE 
ADBLUE PIPE HEATING SENSOR THAT 
IT IS CRUSHED AND IN SHORT CIRCUIT. TEST 
FROM ADBLUE AFTER REPAIR AND TESTING VEHICLE",Type of Failure,Material Failure,Total Cost Incurred,Defective Part,Defective Component,0.13050588965415955,0.12891793251037598,0.12595169246196747,0.12458940595388412,0.12454523146152496
