DealerComment,Component,Failure,DefectivePart,PartsReplaced,Cost,Translated_DealerComment,Cause_of_Failure,Human_error,Design_Flaw,Material,Defective Component,Defective Part,Type of Failure,Number of Parts Replaced,Total Cost Incurred,Cause of Failure: Human Error,Cause of Failure: Design Flaw,Cause of Failure: Material Issue
COMPLAINT UPON INSPECTION FOUND HANDBRAKE TRAVEL TOO HIGH. CAUSE CHECKED AND FOUND CABLES REQUIRE ADJUSTING. CORRECTION ADJUST AND CARRY OUT ROAD TEST ALL OK.,PARK BRAKE CONTROL ASSY,ADJUSTMENT,HAND BRAKE CABLE,0.0,41.057472,COMPLAINT UPON INSPECTION FOUND HANDBRAKE TRAVEL TOO HIGH. CAUSE CHECKED AND FOUND CABLES REQUIRE ADJUSTING. CORRECTION ADJUST AND CARRY OUT ROAD TEST ALL OK.,"{'Type of Failure': 0.17754028737545013, 'Defective Component': 0.17324452102184296, 'Defective Part': 0.155673086643219, 'Cause of Failure: Material Issue': 0.13758715987205505, 'Number of Parts Replaced': 0.13178513944149017, 'Cause of Failure: Design Flaw': 0.0845308005809784, 'Cause of Failure: Human Error': 0.07451321929693222, 'Total Cost Incurred': 0.06512578576803207}",0,0,1,0,0,0,0,0,0,0,0
"SKARGA ŚWIECI KONTROLKA CHECK ENGINE CPRZ ZABLOKOWANY WTRYSKIWACZ PŁYNU ADBLUE KRYSTALIZACJA 
PŁYNU ADBLUE NA WTRYSKIWACZU KORECTA DEMONTAŻ WTRYSKIWACZA, CZYSZCZENIE WTRYSKIWACZA",AD-BLUE METERING DEV MODU,DEFECT,NOZZLE,0.0,77.347366,"COMPLAINT  CHECK ENGINE LIGHT IS ON  CPRZ CLOCKED ADBLUE INJECTOR CRYSTALLIZATION 
ADBLUE FLUID ON THE INJECTOR CORRECTION  REMOVING THE INJECTOR, CLEANING THE INJECTOR","{'Type of Failure': 0.21127541363239288, 'Defective Component': 0.14962683618068695, 'Defective Part': 0.14745667576789856, 'Number of Parts Replaced': 0.13813284039497375, 'Cause of Failure: Material Issue': 0.10233283042907715, 'Total Cost Incurred': 0.0926649421453476, 'Cause of Failure: Design Flaw': 0.08705539256334305, 'Cause of Failure: Human Error': 0.07145506888628006}",0,0,1,0,0,0,0,0,0,0,0
 REKL AIRBAGFEHLER / BEFUNDEN/INST  GRUND STECKKONTAKT IM MOTORRAUM KEIN KONTAKT ; PIN IM STECKER ZUM BC LOSE  KORRECTUR DIAGNOSE MIT UDT ; BEFUNDUNG KABEL ; STECKER UND ANSCHLUESSE DES FAHRERHAUS KABELBAUM ; CAN BUS DURCHGEMESSEN ; STECKER ZUM BCM IN STAND ; FEHLER GELOESCHT,MULTIPLE CONNECTION,DEFECTIVE CONTACTS,TERMINAL,0.0,319.5, REKL  AIRBAG ERROR / FOUND/INST   REASON PLUG CONTACT IN ENGINE COMPARTMENT NO CONTACT ; PIN IN CONNECTOR TO BC LOOSE  CORRECTION  DIAGNOSIS WITH UDT ; ASSESSMENT CABLE ; CAB CONNECTORS AND CONNECTORS WIRING HARNESS ; CAN BUS MEASURED ; PLUG TO BCM IN STAND ; ERROR DELETED,"{'Type of Failure': 0.24031835794448853, 'Number of Parts Replaced': 0.18633244931697845, 'Defective Component': 0.13428424298763275, 'Defective Part': 0.1083528995513916, 'Cause of Failure: Material Issue': 0.1016249805688858, 'Cause of Failure: Design Flaw': 0.08291428536176682, 'Cause of Failure: Human Error': 0.08176722377538681, 'Total Cost Incurred': 0.06440551578998566}",0,0,1,0,0,0,0,0,0,0,0
 TIPO DANNO ...  CAUSA ...  CORREZIONE ...,ANS 24H RECOVERY CHARGE,MISCELLANEOUS,BRAKE SADDLE,0.0,219.47, DAMAGE TYPE  ...  CAUSE  ...   CORRECTION ...,"{'Defective Component': 0.22275538742542267, 'Defective Part': 0.19068536162376404, 'Type of Failure': 0.1513376235961914, 'Cause of Failure: Material Issue': 0.12726284563541412, 'Total Cost Incurred': 0.09855683892965317, 'Number of Parts Replaced': 0.08958082646131516, 'Cause of Failure: Human Error': 0.0738130435347557, 'Cause of Failure: Design Flaw': 0.04600808769464493}",0,0,1,0,0,0,0,0,0,0,0
"REKL Fahrzeug startet nicht GRUND Kraftstoffförderpumpe kein Kontakt KORRECTUR Startanlage überprüft, keine Fehlermeldung vorhanden, bei Zündung an 
keine Pumpe hörbar, Leitung an Filter gelöst, kein Kraftstoff, Pumpe läuft 
nicht, Anschlussstecker an Tankgerät kein Kontakt, steht voll Wasser, 
Stecker gereinigt und Kontakt hergestellt, Probelauf i.O.",FEED PUMP ASSY,DEFECTIVE CONTACTS,FRAME WIRING,0.0,27.6,"REKL  Vehicle won't start  REASON Fuel feed pump no contact  CORRECTION  Starting system checked, no error message present, ignition on 
No pump audible, line to filter disconnected, no fuel, pump running 
not, connection plug on tank device no contact, full of water, 
Plug cleaned and contact made, test run OK.","{'Type of Failure': 0.21205458045005798, 'Number of Parts Replaced': 0.1572701632976532, 'Defective Component': 0.1452532261610031, 'Cause of Failure: Material Issue': 0.132851243019104, 'Cause of Failure: Human Error': 0.106600821018219, 'Defective Part': 0.10383889824151993, 'Total Cost Incurred': 0.07541196048259735, 'Cause of Failure: Design Flaw': 0.06671915203332901}",0,0,1,0,0,0,0,0,0,0,0
 REKL Fahrzeug geht immer wieder aus THD 106308900  GRUND Fahrzeug geht immer wieder aus  KORRECTUR Problem noch nicht behoben. Warten auf neuen EDC Datensatz von THD,CONNECTION UNIT,"CONTROL,VERIFICATION",ELECTR. CONTR. UNIT,0.0,342.0, REKL  Vehicle keeps turning off THD 106308900   REASON Vehicle keeps turning off   CORRECTION  Problem not yet resolved. Waiting for new EDC data set from THD,"{'Type of Failure': 0.2665461003780365, 'Defective Component': 0.14703243970870972, 'Cause of Failure: Material Issue': 0.13962094485759735, 'Defective Part': 0.12657856941223145, 'Cause of Failure: Human Error': 0.09230118244886398, 'Number of Parts Replaced': 0.0858873575925827, 'Total Cost Incurred': 0.07755903899669647, 'Cause of Failure: Design Flaw': 0.06447434425354004}",0,0,1,0,0,0,0,0,0,0,0
"COMPLAINT svieti porucha prívesu, svieti porucha osvetlenia prívesu CAUSE chybná kabeláž ťažného zariadenia CORRECTION výmena kabeláže ťažného zariadenia",MULTI-CONDUCTOR PLUG,CORROSION/OXIDATION/PITS,WIRE/CABLE,1.0,81.8,"COMPLAIN  trailer fault lights up, trailer lighting fault lights up  CAUSE faulty wiring of the towing device  CORRECTION  replacement of the cabling of the towing device","{'Type of Failure': 0.22052477300167084, 'Number of Parts Replaced': 0.15062502026557922, 'Cause of Failure: Material Issue': 0.13834688067436218, 'Defective Component': 0.13351747393608093, 'Defective Part': 0.1285642683506012, 'Cause of Failure: Design Flaw': 0.09883703291416168, 'Cause of Failure: Human Error': 0.07196813076734543, 'Total Cost Incurred': 0.05761641636490822}",0,0,1,0,0,0,0,0,0,0,0
" SKARGA SP­KANA RURA TURBO  CPRZ NIESZCZELNA RURA INTERCOOLER-TURBOSPREZARKA, LICZNE MIKROPEKNIECIA  KORECTA WYMIANA RURY INETRCOOLERA",SLEEVES,BREAK,RUBBER SLEEVE,2.0,104.659956," COMPLAINT  SHANKED TURBO PIPE   CPRZ LEAKING INTERCOOLER-TURBO COMPRESSOR PIPE, NUMEROUS MICRO PEARS   CORRECTION  REPLACEMENT OF INETRCOOLER PIPE","{'Number of Parts Replaced': 0.3012140095233917, 'Type of Failure': 0.16291597485542297, 'Defective Component': 0.1535559594631195, 'Defective Part': 0.13897880911827087, 'Cause of Failure: Material Issue': 0.09516497701406479, 'Cause of Failure: Design Flaw': 0.05626291409134865, 'Total Cost Incurred': 0.04858933761715889, 'Cause of Failure: Human Error': 0.0433179996907711}",0,0,1,0,0,0,0,0,0,0,0
COMPLAINT Verificare erori bord CAUSE Sonda lambda defecta CORRECTION Inlocuit sonda lambda,OXYGEN SENSOR,DEFECT,SENSOR,1.0,71.385826, COMPLAINT  Board error check CAUSES  Lambda sensor defective  CORRECTION Replaced lambda probe,"{'Defective Component': 0.3045491576194763, 'Type of Failure': 0.20966807007789612, 'Defective Part': 0.1793787032365799, 'Number of Parts Replaced': 0.09657550603151321, 'Cause of Failure: Design Flaw': 0.07453686743974686, 'Cause of Failure: Material Issue': 0.06981688737869263, 'Total Cost Incurred': 0.03351520374417305, 'Cause of Failure: Human Error': 0.0319596603512764}",0,1,0,0,0,0,0,0,0,0,0
"KLACHT WATERINSIJPELING LANG DAK OORZAAK LASNAAD NIET GOED GEDICHT A FABRIEK CORRECTIE DIAGNOSE, OPSPOREN LEKKAGE =< VOERTUIG NAAR 
CARROSSERIE VOOR HERSTELLING",CAB ROOF,DEFECT,PANEL,0.0,169.01,"COMPLAINT  WATER SEALING LONG ROOF  CAUSE WELDED SEAM NOT PROPERLY SEALED A FACTORY  CORRECTION DIAGNOSIS, DETECTING LEAK =< VEHICLE TO 
BODY FOR REPAIR","{'Type of Failure': 0.1890677958726883, 'Cause of Failure: Material Issue': 0.1528591513633728, 'Defective Component': 0.14262917637825012, 'Defective Part': 0.1378318965435028, 'Number of Parts Replaced': 0.1175171285867691, 'Cause of Failure: Design Flaw': 0.11499535292387009, 'Cause of Failure: Human Error': 0.08863962441682816, 'Total Cost Incurred': 0.05645991489291191}",0,0,1,0,0,0,0,0,0,0,0
" REKL Ladeluftschlauch geplatzt  GRUND Ladeluftschlauch geplatzt, undicht/ zieht Luft  KORRECTUR Stoerung befunden, Luftfilterkasten a-e, Ladeluftschlauch a-e, Notreparatur am Ladeluftschlauch durchgefuehrt/ provisorisch zur Weit erfahrt abdichten",SLEEVES,AIR LEAKS,RUBBER SLEEVE,0.0,88.0," REKL  charge air hose burst   REASON Charge air hose burst, leaking/draws air   CORRECTION  Malfunction found, air filter box a-e, charge air hose a-e, emergency repair carried out on charge air hose/temporarily sealed for further travel","{'Type of Failure': 0.24687400460243225, 'Defective Component': 0.15737047791481018, 'Defective Part': 0.15649375319480896, 'Number of Parts Replaced': 0.14157654345035553, 'Cause of Failure: Material Issue': 0.11277364939451218, 'Cause of Failure: Design Flaw': 0.0724121630191803, 'Cause of Failure: Human Error': 0.06072375178337097, 'Total Cost Incurred': 0.051775574684143066}",0,0,1,0,0,0,0,0,0,0,0
" REKL EDC FEHLERMELDUNG, MOTOR LEISTUNGSREDUZIERT  GRUND SCHELLE AN LADELUFTSCHLAUCH HAT SICH GELOEST  KORRECTUR SCHLAUCH GEPRUEFT, SCHLAUCHSCHELLE WIEDER KORREKT MONT.","COLLARS,HOSES,SLEEVES",LOOSE RETAINER,CLIP,0.0,22.6," REKL  EDC ERROR MESSAGE, MOTOR REDUCED POWER   REASON CLAMP ON CHARGE AIR HOSE HAS BEEN LOOSE   CORRECTION  HOSE CHECKED, HOSE CLAMP PROPERLY INSTALLED AGAIN.","{'Type of Failure': 0.22173887491226196, 'Defective Component': 0.1732839196920395, 'Defective Part': 0.1513388603925705, 'Number of Parts Replaced': 0.143268421292305, 'Cause of Failure: Material Issue': 0.09210001677274704, 'Cause of Failure: Human Error': 0.07684439420700073, 'Cause of Failure: Design Flaw': 0.07559318840503693, 'Total Cost Incurred': 0.06583233177661896}",0,0,1,0,0,0,0,0,0,0,0
"COMPLAINT MOTORLAMPAN LYSER CAUSE FELSÖKNING, UPPKOPPLING DIAGNOSDATOR, URLÄSNING 
FELMINNE, FELINDIKERING VÄRMESLANG TILL ADBLUE, 
UTFÖRT 
UPPMÄTNING VÄRMESLINGA MATARLEDNING, 
KONSTATERAR 
FELAKTIGT VÄRDE, NY MATARLEDNING KRÄVS, UTFÖRT 
BYTE DITO, 
RADERING FELMINNE, UTFÖRT TRICKPROGRAMMERING 
ECM, 
FUNKTIONSKONTROLL SAMT PROVKÖRNING UTAN 
ANMÄRKNING, CORRECTION FELSÖKNING, UPPKOPPLING DIAGNOSDATOR, URLÄSNING 
FELMINNE, FELINDIKERING VÄRMESLANG TILL ADBLUE, 
UTFÖRT 
UPPMÄTNING VÄRMESLINGA MATARLEDNING, 
KONSTATERAR 
FELAKTIGT VÄRDE, NY MATARLEDNING KRÄVS, UTFÖRT 
BYTE DITO, 
RADERING FELMINNE, UTFÖRT TRICKPROGRAMMERING 
ECM, 
FUNKTIONSKONTROLL SAMT PROVKÖRNING UTAN 
ANMÄRKNING,",PIPES AD-BLUE,BREAK,DELIVERY LINE,1.0,489.7,"COMPLAIN  ENGINE LIGHT ILLUMINATED CAUSE  TROUBLESHOOTING, CONNECTING DIAGNOSTIC COMPUTER, READOUT 
ERROR MEMORY, ERROR INDICATION HEATING HOSE TO ADBLUE, 
DONE 
MEASUREMENT HEATING LOOP SUPPLY PIPE, 
OBSERVES 
WRONG VALUE, NEW FEED LINE REQUIRED, DONE 
EXCHANGE THIS, 
ERASE ERROR MEMORY, DROP PROGRAMMING DONE 
ECM, 
FUNCTIONAL CHECK AND TEST DRIVE WITHOUT 
NOTE, CORRECTION  TROUBLESHOOTING, CONNECTION DIAGNOSTIC COMPUTER, READOUT 
ERROR MEMORY, ERROR INDICATION HEATING HOSE TO ADBLUE, 
DONE 
MEASUREMENT HEATING LOOP SUPPLY PIPE, 
OBSERVES 
WRONG VALUE, NEW FEED LINE REQUIRED, DONE 
EXCHANGE THIS, 
ERASE ERROR MEMORY, DROP PROGRAMMING DONE 
ECM, 
FUNCTIONAL CHECK AND TEST DRIVE WITHOUT 
REMARK,","{'Total Cost Incurred': 0.13165216147899628, 'Number of Parts Replaced': 0.13047903776168823, 'Cause of Failure: Design Flaw': 0.126717209815979, 'Cause of Failure: Material Issue': 0.12490808963775635, 'Type of Failure': 0.12440658360719681, 'Defective Component': 0.12424774467945099, 'Cause of Failure: Human Error': 0.12318448722362518, 'Defective Part': 0.11440462619066238}",0,1,0,0,0,0,0,0,0,0,0
" SKARGA NIE DZIALA ""BRZECZEK"" PODCZAS COFANIA  CPRZ ZWARCIE ELEK. WEWNATRZ BRZECZKA COFANIA  KORECTA WYMIANA BRZECZKA COFANIA",HORN,SHORT CIRCUIT,INDICATOR,5.0,84.248421, COMPLAINT  DOES NOT WORK WHILE REVERSING   CPRZ ELECTRICAL SHORT CIRCUIT. INSIDE REVERSING BRUSH  CORRECTION REPLACEMENT OF REVERSING BRAKE,"{'Defective Component': 0.18439069390296936, 'Type of Failure': 0.1824677288532257, 'Number of Parts Replaced': 0.16279610991477966, 'Defective Part': 0.1596430540084839, 'Cause of Failure: Material Issue': 0.10700074583292007, 'Cause of Failure: Design Flaw': 0.08540787547826767, 'Total Cost Incurred': 0.059956569224596024, 'Cause of Failure: Human Error': 0.05833715200424194}",0,0,1,0,0,0,0,0,0,0,0
"REKL Fahrerhaus Lüftung wird nicht richtig warm GRUND Betätigungszug ausgehakt KORRECTUR Lüftung überprüft, Betätigung zerlegt und wieder montiert",CONTROL FLEXIBLE,BROKEN AWAY,CAB HEATER KIT,0.0,232.5,"REKL  Cab ventilation doesn't get warm properly  REASON Control cable unhooked  CORRECTION  Ventilation checked, actuation dismantled and reassembled","{'Type of Failure': 0.19262003898620605, 'Number of Parts Replaced': 0.16906508803367615, 'Defective Part': 0.1380666047334671, 'Defective Component': 0.13404327630996704, 'Cause of Failure: Material Issue': 0.12010704725980759, 'Cause of Failure: Design Flaw': 0.09031820297241211, 'Cause of Failure: Human Error': 0.08718845993280411, 'Total Cost Incurred': 0.06859127432107925}",0,0,1,0,0,0,0,0,0,0,0
" REKL GerÄusch wÄhrend Kurvenfahrt  GRUND Radlager vorne links Spiel  KORRECTUR GerÄusch Lokalisieren, AufhÄngung und Achsen prÜfen, Radlager hat Spiel, ersetzen",BEARINGS,NOISE,WHEEL BEARINGS,6.0,811.297296," REKL  Noise while cornering   REASON Front left wheel bearing play   CORRECTION  Locate noise, check suspension and axles, wheel bearing has play, replace","{'Number of Parts Replaced': 0.20175959169864655, 'Type of Failure': 0.1916077882051468, 'Defective Component': 0.14097921550273895, 'Defective Part': 0.13423050940036774, 'Cause of Failure: Material Issue': 0.11805537343025208, 'Cause of Failure: Human Error': 0.08715248107910156, 'Total Cost Incurred': 0.06839443743228912, 'Cause of Failure: Design Flaw': 0.057820580899715424}",0,0,1,0,0,0,0,0,0,0,0
"COMPLAINT GÅR I NÖDLÄGE, CAUSE FELINDIKERING PÅ ADBLUEVÄRME, UTFÖRT UPPMÄTNING 
VÄRMESLINGA MATARLEDNING, KONSTATERAR FELAKTIGT 
VÄRDE, 
NY MATARLEDNING KRÄVS, UTFÖRT BYTE DITO, RADERING 
FELMINNE, UTFÖRT TRICKPROGRAMMERING ECM, 
FUNKTIONSKONTROLL SAMT PROVKÖRNING UTAN ANMÄRKNING CORRECTION FELINDIKERING PÅ ADBLUEVÄRME, UTFÖRT UPPMÄTNING 
VÄRMESLINGA MATARLEDNING, KONSTATERAR FELAKTIGT 
VÄRDE, 
NY MATARLEDNING KRÄVS, UTFÖRT BYTE DITO, RADERING 
FELMINNE, UTFÖRT TRICKPROGRAMMERING ECM, 
FUNKTIONSKONTROLL SAMT PROVKÖRNING UTAN ANMÄRKNING",PIPES AD-BLUE,BREAK,DELIVERY LINE,1.0,484.45,"COMPLAIN  GOING INTO EMERGENCY MODE,  CAUSE  ERROR INDICATION ON ADBLU HEATING, MEASUREMENT DONE 
HEATER LOOP FEEDER LINE, INCORRECT DETECTS 
VALUE, 
NEW FEEDER WIRE REQUIRED, EXCHANGED DITTO, DELETED 
FAULT MEMORY, DONE TRICK PROGRAMMING ECM, 
FUNCTIONAL CHECK AND TEST DRIVE WITHOUT NOTE  CORRECTION  ERROR INDICATION ON ADBLU HEATING, MEASUREMENT DONE 
HEATER LOOP FEEDER LINE, INCORRECT DETECTS 
VALUE, 
NEW FEEDER WIRE REQUIRED, EXCHANGED DITTO, DELETED 
FAULT MEMORY, DONE TRICK PROGRAMMING ECM, 
FUNCTIONAL CHECK AND TEST DRIVE WITHOUT REMARKS","{'Total Cost Incurred': 0.13539265096187592, 'Number of Parts Replaced': 0.13175737857818604, 'Defective Part': 0.1271115094423294, 'Type of Failure': 0.1257193237543106, 'Defective Component': 0.12430021911859512, 'Cause of Failure: Human Error': 0.12336805462837219, 'Cause of Failure: Material Issue': 0.11859209090471268, 'Cause of Failure: Design Flaw': 0.11375881731510162}",0,0,1,0,0,0,0,0,0,0,0
 INCIDENT DEFAUT JOINT DE PORTE CONDUCTEUR  CAUSE DEFORMATION DU JOINT DE PORTE  SOLUTION REMPLACEMENT 1 PROFILE CAOUT 1 COMPARTIMENT PORTECONTROLE FERMETURE PORTESREGLAGE FERMETURE 1 PORTE,DOOR FRAME SEAL,DEFORMED,FILLER SECTION,3.0,154.49, INCIDENT  DRIVER’S DOOR SEAL FAULT   CAUSE DEFORMATION OF THE DOOR SEAL   SOLUTION  REPLACEMENT 1 RUBBER PROFILE 1 DOOR COMPARTMENT DOOR CLOSURE CONTROL ADJUSTMENT CLOSURE 1 DOOR,"{'Number of Parts Replaced': 0.23408088088035583, 'Type of Failure': 0.1826200634241104, 'Defective Component': 0.1448744386434555, 'Defective Part': 0.1409907042980194, 'Cause of Failure: Material Issue': 0.09401702135801315, 'Cause of Failure: Design Flaw': 0.07950903475284576, 'Total Cost Incurred': 0.0652252808213234, 'Cause of Failure: Human Error': 0.058682627975940704}",0,0,1,0,0,0,0,0,0,0,0
"Klgomål Varnar för överhettad växellåda, låg oljenivå i motor och hög 
motortemperatur, stängt av motor, gick inte att starta förrän efter 30 min Orsak Enligt request 105983104
Felsökt kablage, brott på kablar
Bifogar arbetsorder med förklarande text från mekaniker
Bifogar bild på kablar
 Ändring Skarvat om kablar
Begär extratid för felsökning",COMPLETE ENGINE CABLING,DEFECT,FRAME WIRING,0.0,434.0,"Goals  Warns of overheated gearbox, low oil level in engine and high 
engine temperature, engine off, could not start until after 30 min  Reason  According to request 105983104
Faulty cabling, broken cables
Encloses work order with explanatory text from mechanic
Attaches picture of cables
 Change  Spliced ​​cables
Request extra time for troubleshooting","{'Type of Failure': 0.20501603186130524, 'Number of Parts Replaced': 0.1838090717792511, 'Defective Component': 0.13832493126392365, 'Defective Part': 0.13108551502227783, 'Cause of Failure: Material Issue': 0.12694214284420013, 'Cause of Failure: Design Flaw': 0.09328793734312057, 'Cause of Failure: Human Error': 0.06995848566293716, 'Total Cost Incurred': 0.05157596245408058}",0,0,1,0,0,0,0,0,0,0,0
"Klgomål FELSÖKNING: FARTHÅLLARE, RADAR, AEBS UR FUNKTION Orsak FEL: RADAR VARNAR FÖR FEL VINKEL
ORSAK TILL FEL:
GLAPP I INFÄSTNINGSCLIPS TILL RADAR Ändring ARBETSMOMENT:
FELSÖKNING RADAR
UPPKOPPLING UDT
AVLÄSNING FELKODER: LAGRADE FELKODER PÅ FELAKTIG 
VERTIKAL INSTÄLLNING RADAR
KONTROLL INSTÄLLNING RADAR: EJ OK, VERTIKAL INSTÄLLNING 
PÅ -2 GRADER, VID -3 GRADER GÅR RADAR IN I FELLÄGE, VID 
SJÄLVKALIBRERING AV RADAR ÄNDRAR SIG VÄRDE MED +/- 1 
GRAD FRAM OCH TILLBAKA
RADARENHET GLAPPIG/LÖS,MATERIAL FEL PÅ CLIPS
DEMONTERING AV RADAR
DEMONT AV CLIPS-BYTE
JUSTERING AV VERTIKAL INSTÄLLNING RADAR
RADERING FELKODER
SJÄLVKALIBRERING PÅ VÄG
KONTROLL INSTÄLLNING RADAR: OK, -1 GRAD VERTIKAL 
INSTÄLLNING
FUNKTIONSKONTROLL / PROVKÖRNING:OK",ACC SENSOR,LOOSE RETAINER,SCREW,3.0,287.295,"Goals  TROUBLESHOOTING: CRUISE CONTROL, RADAR, AEBS OUT OF FUNCTION  Reason ERROR: RADAR WARNS OF WRONG ANGLE
CAUSE OF ERROR:
GAP IN ATTACHMENT CLIPS TO RADAR Change  WORKING MOMENTS:
TROUBLESHOOTING RADAR
CONNECTION EXTR
READING ERROR CODES: STORED ERROR CODES ON INCORRECT 
VERTICAL ADJUSTMENT RADAR
CHECK RADAR SETTING: NOT OK, VERTICAL SETTING 
AT -2 DEGREES, AT -3 DEGREES RADAR GOES INTO FAILURE MODE, WID 
RADAR SELF CALIBRATION CHANGES VALUE BY +/- 1 
GRADE FORWARD AND BACK
RADAR UNIT LOOSE/LOOSE, MATERIAL FAULTY ON CLIPS
RADAR DISASSEMBLY
DISASSEMBLY OF CLIPS SWITCH
RADAR VERTICAL SETTING ADJUSTMENT
ERASE ERROR CODES
SELF CALIBRATION ON THE ROAD
CHECK RADAR SETTING: OK, -1 DEGREE VERTICAL 
ATTITUDE
FUNCTIONAL CHECK / TEST DRIVE: OK","{'Cause of Failure: Material Issue': 0.15400098264217377, 'Type of Failure': 0.1254199743270874, 'Number of Parts Replaced': 0.12286943942308426, 'Total Cost Incurred': 0.12216945737600327, 'Defective Component': 0.12182480841875076, 'Defective Part': 0.1215740367770195, 'Cause of Failure: Human Error': 0.11759375780820847, 'Cause of Failure: Design Flaw': 0.11454760283231735}",0,0,1,0,0,0,0,0,0,0,0
SKARGA STUKI W PRZEDNIM ZAWIESZENIU CPRZ NADMIERNY LUZ PRZEGUBOW KULOWYCH DOLNYCH WAHACZY KORECTA WYMIANA DOLNYCH WAHACZY,SUSP.LOWER/TOP TIE-RODS,TOO LOOSE/FLEXIBLE,RADIUS ARM,6.0,791.703158,COMPLAINT  KNOCKING IN THE FRONT SUSPENSION  CPRZ EXCESSIVE PLAY OF LOWER ARMS BALL JOINTS  CORRECTION  REPLACEMENT OF LOWER CONTROL ARMS,"{'Type of Failure': 0.19843700528144836, 'Number of Parts Replaced': 0.18147218227386475, 'Defective Part': 0.15571312606334686, 'Defective Component': 0.1500343531370163, 'Cause of Failure: Design Flaw': 0.09268595278263092, 'Cause of Failure: Material Issue': 0.09112370014190674, 'Cause of Failure: Human Error': 0.07023568451404572, 'Total Cost Incurred': 0.060297999531030655}",0,0,1,0,0,0,0,0,0,0,0
"COMPLAINT VERIFICAT FUNTIONARE SIETEM ADBLUE CAUSE CONDUCTA ADBLUE CU REZISTENTA INCALZIRE 
ADBLUE DEFECTA CORRECTION INLOCUIT CONDUCTA ADBLUE",PIPES AD-BLUE,DEFECT,DELIVERY LINE,1.0,139.837068," COMPLAINT  ADBLUE SITE WORKING VERIFIED  CAUSES  ADBLUE PIPE WITH HEATING RESISTANCE 
ADBLUE DEFECTIVE  CORRECTION  ADBLUE PIPE REPLACED","{'Defective Component': 0.27495062351226807, 'Defective Part': 0.23634596168994904, 'Number of Parts Replaced': 0.14239832758903503, 'Type of Failure': 0.1384207308292389, 'Cause of Failure: Material Issue': 0.06622374057769775, 'Cause of Failure: Design Flaw': 0.06293419748544693, 'Total Cost Incurred': 0.04188111051917076, 'Cause of Failure: Human Error': 0.03684534132480621}",0,0,1,0,0,0,0,0,0,0,0
"REKL EDC Leuchte und Ad-Blue leuchten brennen im Display GRUND Fehlerspeicher ausgelesen und ausgewertet.-Mehrere Fehler vorhanden-
Wackelkontakt-Fehler nicht immer da- Kabelsatz ausgebaut und 
durchgemessen-Kabel mehrmals abgeknickt zu Prüfung-Wackelkontakt im 
Kabelstrang im Bereich des Ladeluftdrucksensors KORRECTUR Kabelsatz instandgesetzt",COMPLETE ENGINE CABLING,DEFECTIVE CONTACTS,MOTOR HARNESS,0.0,501.38,"REKL  EDC light and Ad-Blue light up on the display  REASON Error memory read and evaluated.-Several Error present-
Loose contact error not always there - cable set removed and 
measured - cable bent several times for testing - loose contact 
Cable harness in the area of ​​the charge air pressure sensor CORRECTION  Cable set repaired","{'Type of Failure': 0.22143442928791046, 'Defective Component': 0.14923393726348877, 'Number of Parts Replaced': 0.13847355544567108, 'Defective Part': 0.12388592213392258, 'Cause of Failure: Material Issue': 0.1210494264960289, 'Cause of Failure: Human Error': 0.09386768937110901, 'Cause of Failure: Design Flaw': 0.08395978063344955, 'Total Cost Incurred': 0.06809528917074203}",0,0,1,0,0,0,0,0,0,0,0
