DealerComment,Component,Failure,DefectivePart,PartsReplaced,Cost,Translated_DealerComment,Cause_of_Failure,Defective Component,Defective Part,Number of Parts Replaced,Total Cost Incurred,Human Error,Design Flaw,Material Issue
 TIPO DANNO VHL NON PARTE  CAUSA VER. CAVI E CONNESS. IMP. ELETTRICO AVV.  CORREZIONE VER. + RIPR. CAVO MASSA SU TELAIO,CHASSIS LOOM,BROKEN AWAY,FRAME WIRING,0.0,17.25, DAMAGE TYPE  VHL DOES NOT START  CAUSE  VER. CABLES AND CONNECTIONS IMP. ELECTRICAL AVV.  CORRECTION  VER. + PLAY EARTH CABLE ON FRAME,Defective Component,1,0,0,0,0,0,0
COMPLAINT Fuel leak CAUSE Fuel filter housing leaking CORRECTION Replace fuel filter & wash off engine bay,FILTER ASSEMBLY,FUEL LEAKS,FUEL FILTER,1.0,149.425287,COMPLAINT Fuel leak CAUSE Fuel filter housing leaking CORRECTION Replace fuel filter & wash off engine bay,Defective Component,1,0,0,0,0,0,0
INCIDENT FUITE LIQUIDE REFROIDISEMENT CAUSE VASE D'EXPANSION FISURE SOLUTION REMPLACEMENT VASE D'EXPANSION,RADIATOR EXPANSION TANK,WATER LEAKS,EXPANSION TANK,3.0,231.432433,INCIDENT  COOLING LIQUID LEAK CAUSE  CRACKED EXPANSION VESSEL  SOLUTION REPLACEMENT EXPANSION TANK,Number of Parts Replaced,0,0,1,0,0,0,0
"Klgomål ADBLUE LAMPAN LYSER Orsak FELSÖKNING, UPPKOPPLING DIAGNOSDATOR, 
FELKODER PÅ KONSTATERAT 
 Ändring KONSTATERAT AVBROTT, BYTE DITO, RADERING 
FELKODER SAMT UTFÖRT ERFODERLIGA 
KALIBRERINGAR, NY PROVKÖRNING SAMT 
FUNKTIONSKONTROLL UTAN ANMÄRKNING",BREAKE SELF-ADJ DEVICE,BREAK,DELIVERY LINE,1.0,279.11,"Goals  ADBLUE LIGHT ON  Reason  TROUBLESHOOTING, CONNECTION DIAGNOSTIC COMPUTER, 
ERROR CODES ON DETERMINED 
 Change  DETERMINED INTERRUPTION, REPLACEMENT, DELETE 
ERROR CODES AS WELL DONE NECESSARY 
CALIBRATIONS, NEW TEST DRIVE AS WELL 
FUNCTIONAL CHECK WITHOUT NOTE",Number of Parts Replaced,0,0,1,0,0,0,0
"RECLAMO SE APRECIA RUIDO POR PARTE DE EL DIFERENCIAL TRASERO 
RODAMIENTOS CAUSA DESGASTE DE RODAMIENTOS Y ARANDELAS DE PLANETARIOS 
ROSCA DEL CABLE DE FRENO SOLUCION VACIAR ACEITE DEL GRUPO SACAR BUJES Y GRUPO DESMONTAR 
PIçéN DE ATAQUE, PLANETARIOS Y SATELITES, HACER FOTOS A 
TODO VOLVER A MONTAR P ALIERES PARA LLEVAR EL VEHòCULO A 
PLANTA Y PODER DESMONTAR EL DIFERE",BEARINGS,BREAK,REAR AXLE/I,3.0,2864.77,"CLAIM  NOISE IS APPRECIATED FROM THE REAR DIFFERENTIAL 
BEARINGS CAUSE  WEAR OF PLANETARY BEARINGS AND WASHERS 
BRAKE CABLE THREAD SOLUTION  EMPTY OIL FROM THE UNIT REMOVE BUSHINGS AND DISASSEMBLE UNIT 
ATTACK PIçÉN, PLANETARIUMS AND SATELLITES, TAKING PHOTOS 
REASSEMBLE EVERYTHING PARTS TO BRING THE VEHICLE TO 
PLANT AND BE ABLE TO REMOVE THE DIFFERE",Material Issue,0,0,0,0,0,0,1
"COMPLAINT Servisny vyjazd na ziadost ICCANS cislo praktiky 8001691528, 
Hlohovec parkovisko Kaufland
vozidlo nenastartuje CAUSE Servisny vyjzad na ziadost ANS , kontrola na mieste poruchy, 
diagnsotika, NOK nekomunikuje RJ EDC, nutny odtah CORRECTION Servisny vyjzad na ziadost ANS , kontrola na mieste poruchy, 
diagnsotika, NOK nekomunikuje RJ EDC, nutny odtah",ANS 24 HOURS,MISCELLANEOUS,ECU-INTERCONNECTION,0.0,120.2,"COMPLAIN  Service departure on request ICCANS practice number 8001691528, 
Hlohovec Kaufland parking lot
the vehicle does not start CAUSE  Service exit at the request of ANS, inspection at the point of failure, 
diagnostics, NOK does not communicate with RJ EDC, towing required  CORRECTION  Service exit at the request of ANS, check at the place of failure, 
diagnostics, NOK does not communicate with RJ EDC, towing required",Total Cost Incurred,0,0,0,1,0,0,0
SKARGA Miękki pedał sprzęgła CPRZ wyciek z koncóek siłownika sprzęła KORECTA w/z siłownik sprzęgła,CLUTCH SYS TANK AND PUMP,TOO LOOSE/FLEXIBLE,KIT-HYDRAULIC CYL,1.0,87.092631,COMPLAINT  Soft clutch pedal  CPRZ leakage from the ends of the clutch actuator  CORRECTION  w/with clutch actuator,Number of Parts Replaced,0,0,1,0,0,0,0
 REKL FEHLERMELDUNG AD BLUE  GRUND LEITUNG AD-BLUE-ANLAGE VON PUMPENMODUL ZU DOSIERER DEFEKT  KORRECTUR LEITUNG AD-BLUE-ANLAGE VON PUMPENMODUL ZU DOSIERER ERNEUERT,PIPES AD-BLUE,DEFECT,DELIVERY LINE,2.0,219.66, REKL  ERROR MESSAGE AD BLUE   REASON CABLE AD-BLUE SYSTEM FROM PUMP MODULE TO DOSER DEFECTIVE   CORRECTION  AD-BLUE SYSTEM LINE FROM PUMP MODULE TO DOSER RENEWED,Defective Component,1,0,0,0,0,0,0
 TIPO DANNO DOSSIER 8001638121  CAUSA DOSSIER 8001638121  CORREZIONE DOSSIER 8001638121,ANS 24 HOURS,SHORT CIRCUIT,SENSOR,0.0,94.8, DAMAGE TYPE  DOSSIER 8001638121  CAUSE  DOSSIER 8001638121   CORRECTION DOSSIER 8001638121,Defective Component,1,0,0,0,0,0,0
"SKARGA RADIO PRZESTAJE GRAĆ, GASNIE EKRAN CPRZ DIAGNOSTYKA UDT KORECTA SPRAWDZENIE OPROGRAMOWANIA RADIA",RADIO,DEFECT,RADIO,0.0,10.10067,"COMPLAINT  RADIO STOP PLAYING, SCREEN GOES OFF  CPRZ UDT DIAGNOSTICS  CORRECTION  CHECK RADIO SOFTWARE",Defective Component,1,0,0,0,0,0,0
 TIPO DANNO VEICOLO FERMO IN SEDE - PERDITA GASOLIO  CAUSA GIUNTO SUL POSTO E RISCONTRATA PERDITA GASOLIO DA TUBAZIONI DA FILTRO A POMPA E DA POMPA A FILTRO DEFORMATI E CON TRAFILAMENTO DI FA SOLIO  CORREZIONE SOSTITUITO TUBAZIONI GASOLIO,PUMP TO FILTER PIPE,DEFORMED,FUEL LINE,2.0,94.59, DAMAGE TYPE  VEHICLE STOPPED - DIESEL LEAK   CAUSE ARRIVED ON SITE AND FOUND A DIESEL LEAK FROM THE FILTER TO PUMP AND PIPES FROM PUMP TO FILTER DEFORMED AND WITH SOIL LEAKAGE  CORRECTION  DIESEL PIPES REPLACED,Number of Parts Replaced,0,0,1,0,0,0,0
SKARGA W GÓRNEJ CZESCI PRWYCH DRZWI ŚWISTY CPRZ DEFORMACJA USZCZELKI DRZWI PRAWYCH KORECTA WYMIANA USZCZELKI DRZWI PRAWYCH,DOOR FRAME SEAL,DEFORMED,RUBBER GASKET,1.0,61.164211,COMPLAINT  AT THE TOP OF THE RIGHT DOOR OF THE HUNGRY  CPRZ DEFORMATION OF RIGHT DOOR GASKET  CORRECTION  REPLACEMENT OF THE RIGHT DOOR GASKET,Defective Part,0,1,0,0,0,0,0
"Fejl Oliespild Årsag Pakning ved knastdæksel er revnet Rettelse Pakning ved knastdæksel udskiftet.
Motorvask",GASKET,CRACKED,HEAD COVER GASKET,2.0,104.575067,"Error  Oil Spill  Reason Cam cover gasket is cracked  Correction  Gasket at cam cover replaced.
Engine wash",Number of Parts Replaced,0,0,1,0,0,0,0
 REKL ANZEIGE MOTORSTèRUNG UND LEISTUNGSVERLUST  GRUND ANZEIGE MOTORSTèRUNG UND LEISTUNGSVERLUST. FEHLERPSPEICHER AUSGELESEN UND DIAGNOSE DURCHGEFüHRT. LADE- UND UNTERDRUCKSYSTEM AUF DICH THEIT GEPRüFT. GERISSENER SCHLAUCH ZU LADELUFTKüHLER FESTGESTELLT. IM WEITEREN FüHRT FEHLERCODE ZU SANIERUNG 39X.  KORRECTUR ANZEIGE MOTORSTèRUNG UND LEISTUNGSVERLUST. FEHLERPSPEICHER AUSGELESEN UND DIAGNOSE DURCHGEFüHRT. LADE- UND UNTERDRUCKSYSTEM AUF DICH THEIT GEPRüFT. GERISSENER SCHLAUCH ZU LADELUFTKüHLER FESTGESTELLT. IM WEITEREN FüHRT FEHLERCODE ZU SANIERUNG 39X. LADELUFTSCHLAUCH ERSETZT. MOTORTEST DURCHGEFüHRT UND FEHLERSPEICHER GELèSCHT.,SLEEVES,BREAK,RUBBER SLEEVE,1.0,365.490383," REKL  ENGINE FAULT AND POWER LOSS DISPLAY   REASON INDICATOR OF ENGINE FAULT AND LOSS OF POWER. ERROR MEMORY READ AND DIAGNOSIS PERFORMED. CHARGING AND VACUUM SYSTEM TESTED FOR THEIT. CRACKED HOSE TO INTERCOOLER FOUND. FURTHER, ERROR CODE LEADS TO REMEDIATION 39X.  CORRECTION  ENGINE FAULT AND POWER LOSS DISPLAY. ERROR MEMORY READ AND DIAGNOSIS PERFORMED. CHARGING AND VACUUM SYSTEM TESTED FOR THEIT. CRACKED HOSE TO INTERCOOLER FOUND. FURTHER, ERROR CODE LEADS TO REMEDIATION 39X. CHARGE AIR HOSE REPLACED. ENGINE TEST PERFORMED AND ERROR MEMORY CLEARED.",Total Cost Incurred,0,0,0,1,0,0,0
"REKL Kunde bemängelt Leistung des Motors bei Bergfahrt GRUND Software von EDC Steuergerät nicht i.O.
siehe dazu auch THD 105891569
 KORRECTUR Luftfilter und Dieselfilter ersetzen.
E1 Economic Operation = Diverse Prüfungen an Motor und deren 
Peripherie durchführen.
Funktionsprüffahrten und Kontrolle der Parameter.

E2 Economic Operation= Diverse Prüfungen von Steuergeräten, 
deren Verkabelugen und Stecker.
Ad Blue Anlage überprüfen, in Absprache mit THD 105891569 
Software Programmieren auf
BF02 ISSUE MASTER 0075729
",ENGINE,LOW OUTPUT/EFFICIENCY,ECU-ENGINE,2.0,1256.603604,"REKL  Customer complains about the performance of the engine when driving uphill  REASON EDC control unit software not OK.
see also THD 105891569
 CORRECTION  Replace air filter and diesel filter.
E1 Economic Operation = Various tests on the engine and its 
Perform peripherals.
Functional test runs and control of parameters.

E2 Economic Operation= Various tests of control devices, 
their wiring and connectors.
Check Ad Blue system, in consultation with THD 105891569 
Software programming
BF02 ISSUE MASTER 0075729",Defective Part,0,1,0,0,0,0,0
"Fejl Dørstop gået løs ved venstre dør

Knalder i dør ved åben / luk Årsag Dørstop i gået løs Rettelse Fastspændt dørstop",DOOR CHECK LINKS,BROKEN AWAY,TIE ROD,0.0,48.86059,"Error  Door stop has come loose at the left door

Banging in door when open / close  Cause  Door stop in loose  Correction Fixed door stop",Defective Part,0,1,0,0,0,0,0
INCIDENT FUITE HUILE DANS LE COMPARTIMENT MOTEUR CAUSE RUPTURE DU JOINT SPI DE VILEBREQUIN SOLUTION REMPLACEMENT DU JOINT,CRANKSHAFT FRONT SEAL,BREAK,SHAFT SEAL,11.0,353.34,INCIDENT  OIL LEAK IN ENGINE COMPARTMENT  CAUSE CRANKSHAFT OIL SEAL RUPTURE  SOLUTION  GASKET REPLACEMENT,Defective Component,1,0,0,0,0,0,0
 REKL TÜrverkleidung auen sind lose  GRUND TÜrverkleidung lose neu befestigen  KORRECTUR VERKLEIDUNG PUFFER TUER RECHTS A-E,DOOR STOP-BLOCK,DEFECT,FACING,0.0,21.2, REKL  Outside door panels are loose   REASON Reattach the door panel loosely   CORRECTION  COVERING BUFFER DOOR RIGHT A-E,Number of Parts Replaced,0,0,1,0,0,0,0
REKL Abdeckung links bei WSS hält nicht GRUND Abdeckung Befestigung lose KORRECTUR A-Säulenverkleidung a/e & erneuern,SIDE COVERINGS,LOOSE RETAINER,OUTER PANEL,1.0,68.8,REKL  Left cover on WSS does not hold  REASON Cover attachment loose  CORRECTION  A-pillar trim a/e & replace,Number of Parts Replaced,0,0,1,0,0,0,0
"INCIDENT remp guide support supérieur et centrale 
démontage t ajustage guide et roulette
porte dur a fermer
Economy :1/2h pour effectuer une boutonnière rail inferieur pour 
réglage CAUSE remp guide support supérieur et centrale
démontage t ajustage guide et roulette
porte dur a fermer
Economy :1/2h pour effectuer une boutonnière rail inferieur pour 
réglage SOLUTION remp guide support supérieur et centrale
démontage t ajustage guide et roulette
porte dur a fermer
Economy :1/2h pour effectuer une boutonnière rail inferieur pour 
réglage",SLIDING DOOR WHEEL,LOW OUTPUT/EFFICIENCY,SUPPORT,2.0,295.98,"INCIDENT  refill upper and central support guide 
disassembly and adjustment of guide and caster
door hard to close
Economy: 1/2 hour to make a bottom rail buttonhole for 
setting CAUSE  replace upper and central support guide
disassembly and adjustment of guide and caster
door hard to close
Economy: 1/2 hour to make a bottom rail buttonhole for 
setting SOLUTION  replace upper and central support guide
disassembly and adjustment of guide and caster
door hard to close
Economy: 1/2 hour to make a bottom rail buttonhole for 
setting",Total Cost Incurred,0,0,0,1,0,0,0
 TIPO DANNO ACCENSIONE SPIA INDUCEMENT  CAUSA DIFETTOSITA' SENSORE  CORREZIONE SOSTITUZIONE SENSORE PRESSIONE IMPIANTO GAS SCARICO,PRESSURE SENSOR,DEFECT,DPF PRESSURE SENSOR,1.0,41.81, DAMAGE TYPE  INDUCEMENT LIGHT ON  CAUSE  SENSOR DEFECTIVENESS   CORRECTION PRESSURE SENSOR REPLACEMENT EXHAUST GAS SYSTEM,Defective Component,1,0,0,0,0,0,0
 REKL Bremse HA Quietscht prÜfen  GRUND SchiebestÜcke HAL fest  KORRECTUR SchiebestÜcke erneuert,BRAKE CALIPER,NO DISENGAGEMENT,KIT-BRAKE CALIPER,1.5,278.46, REKL  Brake HA Check squeaks   REASON Sliding pieces HAL firmly   CORRECTION  Sliding pieces renewed,Number of Parts Replaced,0,0,1,0,0,0,0
"COMPLAINT ENGINE LIGHT ON DASH CAUSE INTERCOOLER HOSES FITTED INCORRECTLY CORRECTION CONNECT DIAGNOTIC AND READ FAULTS. MULTIPLE DPF FAULT 
CODES. SUSPECT HOSE ISSUE/SENSOR FAULT. ENGINE FAULT 
LIGHT ON. GOT THROUGH FAULT FINDING PROCEDURE. 
PERFORM FORCE REGEN. CHECK INTAKE HOSES - FOUND 
INTERCOOLER INLET HOSE NOT FITTED CORRECTLY. 
RESECURED INCORRECTLY FITTED HOSE. RUN SOFTWARE 
UPDATE ON EDC, CARRY OUT PARTIAL DPF BURN. TAKE 
VEHICLE FOR TEST DRIVE. FINISH BURN OFF. CLEAR CODES.",SLEEVES,MISALIGNED,RUBBER SLEEVE,0.0,175.609756,"COMPLAINT ENGINE LIGHT ON DASH CAUSE INTERCOOLER HOSES FITTED INCORRECTLY CORRECTION CONNECT DIAGNOTIC AND READ FAULTS. MULTIPLE DPF FAULT 
CODES. SUSPECT HOSE ISSUE/SENSOR FAULT. ENGINE FAULT 
LIGHT ON. GOT THROUGH FAULT FINDING PROCEDURE. 
PERFORM FORCE REGEN. CHECK INTAKE HOSES - FOUND 
INTERCOOLER INLET HOSE NOT FITTED CORRECTLY. 
RESECURED INCORRECTLY FITTED HOSE. RUN SOFTWARE 
UPDATE ON EDC, CARRY OUT PARTIAL DPF BURN. TAKE 
VEHICLE FOR TEST DRIVE. FINISH BURN OFF. CLEAR CODES.",Defective Component,1,0,0,0,0,0,0
" REKL FEHLERMELDUNG AD BLUE  GRUND ADBLUE LEITUNG DEFEKT  KORRECTUR QUICK CHECK UDT, LEITUNG GEPRUEFT,UDST TEST, LEITUNG ERNEUERT",PIPES AD-BLUE,SHORT CIRCUIT,DELIVERY LINE,1.0,175.27," REKL  ERROR MESSAGE AD BLUE   REASON ADBLUE CABLE DEFECTIVE   CORRECTION  QUICK CHECK UDT, CABLE TESTED, UDST TEST, CABLE RENEWED",Defective Component,1,0,0,0,0,0,0
"TIPO DANNO ROTTURA STAFFE SUPPORTI PARAURTI ANTERIORE CAUSA PARAURTI COMPLETAMENTE APPESO CORREZIONE RIPRISTINO MEDIANTE SOSTITUZIONE DI ENTRAMBI LE STAFFE 
DI ANCORAGGIO PARAURTI INOLTRE, APPLICAZIONE PIASTRE 
DI RINFORZO CON SALDATUR A AL FINE DI EVITARE NUOVA 
ROTTURA DELLE STESSE",FRONT BUMPER,BREAK,RETAINER,2.0,319.84,"DAMAGE TYPE  FRONT BUMPER SUPPORT BRACKETS BROKEN CAUSE  FULLY HANGED BUMPER  CORRECTION RESTORATION BY REPLACING BOTH BRACKETS 
ALSO ANCHOR BUMPER, APPLICATION OF PLATES 
OF REINFORCEMENT WITH WELDING IN ORDER TO AVOID NEW 
BREAKAGE OF THE SAME",Number of Parts Replaced,0,0,1,0,0,0,0
" REKL Motorkontrolle aktiv  GRUND elektrischer Fehler Adblue Steuereinheit, kein Signal an Heizung  KORRECTUR Ad Blue anlage ÜberprÜft, gefÜhrte Fehlersuche durchgefÜhrt, Kurzschluss AdBlue heizung, kein Signal vom SteuergerÄt, nach Tausch Fe hler aktiv, Druckleitung mit ersetzt FunktionsprÜfung i.O.",ELECTRONIC CONTROL UNIT,DEFECTIVE CONTACTS,ELECTR. CONTR. UNIT,5.0,417.85," REKL  Engine control active   REASON electrical error Adblue control unit, no signal to heater   CORRECTION  Ad Blue system checked, guided troubleshooting carried out, short circuit AdBlue heater, no signal from the control unit, error active after replacement, pressure line replaced with functional test OK.",Number of Parts Replaced,0,0,1,0,0,0,0
COMPLAINT JOURNEY OUT FEES CAUSE JOURNEY OUT FEES CORRECTION JOURNEY OUT FEES,ANS 24 HOURS,MISCELLANEOUS,EGR VALVE,0.0,68.255814,COMPLAINT JOURNEY OUT FEES CAUSE JOURNEY OUT FEES CORRECTION JOURNEY OUT FEES,Defective Component,1,0,0,0,0,0,0
SKARGA ZBYT DUZY LUZ NA PEDALE SPRZEGŁA CPRZ WYTARTE TULEJE SIŁOWNIKA SPRZĘGŁA KORECTA W/Z SIŁOWNIKA SPRZĘŁA,CLUTCH SYS TANK AND PUMP,TOO LOOSE/FLEXIBLE,KIT-HYDRAULIC CYL,1.0,91.552573,COMPLAINT  TOO MUCH PLAY ON THE CLUTCH PEDAL  CPRZ WORN CLUTCH ACTUATOR BUSHINGS  CORRECTION  IN/OUT CLUTCH ACTUATOR,Defective Component,1,0,0,0,0,0,0
REKL Luftfahrwerk rechts ohne funktion GRUND Höhensensor defekt KORRECTUR Höhensensor ern.,REAR SUSP.LEV SENSOR,DEFECT,SENSOR,1.0,142.74,REKL  Air suspension right without function  REASON Height sensor defective  CORRECTION  Replace height sensor.,Defective Component,1,0,0,0,0,0,0
 RECLAMACAO 1E- LUZ DOS GASES ACESA E VIATURA N O PUXA  CAUSA LIGAR UDT PARA CONTROLAR AVARIAS. AVARIA NO SENSOR DE TEMPERATURA DO EGR  CORRECAO SUBSTITUIR SENSOR DE TEMPERATURA DO EGR,AIR TEMPERATURE SENSOR,DEFECT,TEMP. TRANSMITTER,1.0,147.81, COMPLAINT  1E- GAS LIGHT ON AND VEHICLE WON'T PULL   CAUSE CONNECT UDT TO CONTROL FAULTS. EGR TEMPERATURE SENSOR FAILURE  COX  REPLACE EGR TEMPERATURE SENSOR,Defective Component,1,0,0,0,0,0,0
REKL Verschiedene Kontrollleuchten an GRUND Radio Kontakte fehlerhaft KORRECTUR Radio aus-/einbauen und Kontakte instandsetzen,RADIO,DEFECTIVE CONTACTS,RADIO,0.0,67.2,REKL  Various indicator lights on  REASON Radio contacts faulty  CORRECTION  Remove/install radio and repair contacts,Defective Component,1,0,0,0,0,0,0
 REKL Inducement- und EDC-Kontrolle leuchtet.  GRUND NOX-Sensor vor KAT defekt.  KORRECTUR Fehlerspeicher ausgelesen u. geloescht. NOX-Sensor vor KAT ern. Zwangsregeneration durchgefuhert.,NOX DETECTION SENSOR,DEFECTIVE CONTACTS,NOX SENSOR,1.0,448.91, REKL  Inducement and EDC control lights up.  REASON  NOX sensor in front of KAT defective.  CORRECTION  Error memory read and deleted. NOX sensor before KAT renewed. Forced regeneration carried out.,Defective Component,1,0,0,0,0,0,0
" TIPO DANNO non segna indicatore gasolio  CAUSA CONNETTORE ROTTO  CORREZIONE S/R SERBATOIO, SVUOTAMENTO E RIEMPIENTO, VERIFICA IMPIANTO ELETTRICO DA BODY A GALLEGGIANTE. RIPRISTINO CONNETTORE SU GALLEGGIANTE PER LINGUETTA DI TENUTA CONNESSION ROTTA (MANODOPERA IN GRAN PARTE IN ECONOMIA)",CHASSIS LOOM,BREAK,FRAME WIRING,0.0,153.0," DAMAGE TYPE  no diesel indicator  CAUSE  BROKEN CONNECTOR   CORRECTION S/R TANK, EMPTYING AND FILLING, CHECKING THE ELECTRICAL SYSTEM FROM BODY TO FLOAT. RESTORATION OF CONNECTOR ON FLOAT FOR SEALING TAB BROKEN CONNECTION (LABOR MOSTLY IN ECONOMY)",Defective Component,1,0,0,0,0,0,0
"COMPLAINT UNIK CHLADICI KAPALINY, HADICE PROVIZORNE ORPAVENA CAUSE PRASKLA HADICE TOPENI CORRECTION VYMENA",HEATER PIPES,BREAK,HEATING TUBE,1.0,40.8,"COMPLAIN  FLUID LEAK FROM COOLER, HOSE TEMPORARILY SCRATCHED  CAUSE HEATER HOSE BROKE  CORRECTION REPLACEMENT",Defective Component,1,0,0,0,0,0,0
"COMPLAINT NOISE FOUND ON ROAD TEST. CAUSE AFTER CHECKING ALL SUSPENSION AND BRAKES, TYRES AND 
HEATSHIELDS, REMOVE AND REPLACE FRONT WHEEL TRIMS 
ROAD TEST AGAIN. STILL MAKING A NOISE. FOUND HANDBRAKE 
CABLE CHAFING ON PROP SHAFT. SECURING CLIP FOR 
HANDBRAKE CABLE CRACKED AND FAULTY. CORRECTION REPAIR SECURING CLIP FOR HANDBRAKE CABLE. ROAD TEST. 
NOISE GONE. USE ECONOMY AS NO SRT CODE AVAILABLE.",FRONT CABLE,CRACKED,HAND BRAKE CABLE,0.0,184.953488,"COMPLAINT NOISE FOUND ON ROAD TEST. CAUSE AFTER CHECKING ALL SUSPENSION AND BRAKES, TYRES AND 
HEATSHIELDS, REMOVE AND REPLACE FRONT WHEEL TRIMS 
ROAD TEST AGAIN. STILL MAKING A NOISE. FOUND HANDBRAKE 
CABLE CHAFING ON PROP SHAFT. SECURING CLIP FOR 
HANDBRAKE CABLE CRACKED AND FAULTY. CORRECTION REPAIR SECURING CLIP FOR HANDBRAKE CABLE. ROAD TEST. 
NOISE GONE. USE ECONOMY AS NO SRT CODE AVAILABLE.",Defective Component,1,0,0,0,0,0,0
"reklamace NEJDE OTVORIT ZADNE DVERE, KONTROLA. příč. KONTROLOU ZADNYH PRAVYCH DVERI SME ZISTILI NATIAHNUTE 
LANKO KU HORNEMU ZAMKU-VYMENA ZA NOVE LANKO. PO VYMENE 
SME DALEJ ZISTILI ZASEKAVANIE STREDOVEHO ZAMKU DVERI-
VYMENA ZAMKU ZA NOVY DIEL. oprava KONTROLOU ZADNYH PRAVYCH DVERI SME ZISTILI NATIAHNUTE 
LANKO KU HORNEMU ZAMKU-VYMENA ZA NOVE LANKO. PO VYMENE 
SME DALEJ ZISTILI ZASEKAVANIE STREDOVEHO ZAMKU DVERI-
VYMENA ZAMKU ZA NOVY DIEL.",LOCKS,BLOCKAGE,DOOR LOCK,2.0,163.34,"complaint  CAN'T OPEN BACK DOOR, CHECK.   CHECKING THE REAR RIGHT DOOR WE DISCOVERED THAT IT WAS STRAIGHT 
CABLE TO THE UPPER LOCK - REPLACEMENT FOR A NEW CABLE. AFTER EXCHANGE 
WE FURTHER DETERMINED THE CENTRAL LOCK OF THE DOOR LOCKING-
EXCHANGE OF THE LOCK FOR A NEW PART. fix  CHECKING THE REAR RIGHT DOOR WE DISCOVERED THAT IT WAS STRAIGHT 
CABLE TO THE UPPER LOCK - REPLACEMENT FOR A NEW CABLE. AFTER EXCHANGE 
WE FURTHER DETERMINED THE CENTRAL LOCK OF THE DOOR LOCKING-
EXCHANGE OF THE LOCK FOR A NEW PART.",Total Cost Incurred,0,0,0,1,0,0,0
"COMPLAINT VŮLE V ULOŽENÍ PŘEDNÍHO STABILIZÁTOTU - VRŽE CAUSE ,INCORRECT CLEARANCE CORRECTION DIAGNOSTIKA, oprava stabilizátoru",STABILIZER FLEX.SUPPORT,INCORRECT CLEARANCE,RUBBER LUG,4.0,23.55,"COMPLAIN  FRONT STABILIZER MOUNTING CLEARANCE - SNAPS  CAUSE ,INCORRECT CLEARANCE  CORRECTION DIAGNOSTICS , stabilizer repair",Defective Component,1,0,0,0,0,0,0
 SKARGA WYCIEK P YNU CH ODZ CEGO  CPRZ USTERKA WEWN.USZCZELNIEN WALKA WIRNIKA W KORPUSIE POMPY WODY  KORECTA WYMIANA POMPY WODY,WATER PUMP ASSEMBLY,DEFECT,WATER PUMP,5.0,184.662192, COMPLAINT  COOLING FLUID LEAK  CPRZ FAILURE OF INTERNAL SEALS IN THE IMPELLER ROLLER IN THE WATER PUMP BODY  CORRECTION  WATER PUMP REPLACEMENT,Defective Component,1,0,0,0,0,0,0
"RECLAMO VEHICULO DA TIRONES Y PIERDE POTENCIA CAUSA BOBINAS SOLUCION SEGUIR GUIA DE REPARACION, COMPROBACION VISUAL DE 
CONEXIONES Y CABLEADO. COMPROBAR CABLEADO DE 
BOBINAS A EDC. (10 UT)
SUSTITUIR BOBINAS Y PROBAR VEHICULO EN CRTA.",IGNITION COIL,LOW OUTPUT/EFFICIENCY,IGNITION COIL,4.0,502.1,"CLAIM  VEHICLE JACKS AND LOSES POWER  CAUSE  COILS  SOLUTION FOLLOW REPAIR GUIDE , VISUAL CHECK OF 
CONNECTIONS AND WIRING. CHECK WIRING 
COILS TO EDC. (10 UT)
REPLACE COILS AND TEST VEHICLE IN CRTA.",Number of Parts Replaced,0,0,1,0,0,0,0
TIPO DANNO VEICOLO INCLINATO ANT CAUSA BALESTRA CEDUTA CORREZIONE SOST BALESTRA,FRONT TRANSL LEAF SPRING,COLLAPSED,LEAF SPRING,3.0,306.6,DAMAGE TYPE  VEHICLE TILTED FRONT CAUSE  CROSSBOW SOLD  CORECTION REPLACE CROSSBOW,Defective Component,1,0,0,0,0,0,0
"COMPLAINT Avarie ECM, lipsa putere motor CAUSE Furtun de la turbosuflanta la intercooler este crapat CORRECTION Inlocuit furtun intercooler",SLEEVES,CRACKED,RUBBER SLEEVE,1.0,166.952756," COMPLAINT  ECM failure, no engine power  CAUSES The hose from the turbocharger to the intercooler is cracked  CORRECTION  Intercooler hose replaced",Defective Component,1,0,0,0,0,0,0
"SICAYET sağ dikiz ana sinyali içine su alıyor

 NEDEN araca yapılan kontrolde sağ dikiz ayna sinyalinin pres yerlerinden açılma 
yaptığı ve iç kısma su aldığı tespit edilmiştir. sinyalde her hangi bir darbe 
kırık izleri yoktur YAPILANIS sağ dikiz ayna sinyali değişim yapılarak arıza giderilmiştir.",SIDE REPEATER LAMP,LOW OUTPUT/EFFICIENCY,DIRECTION LAMP,1.0,31.257895,"TEMPERATURE  right rearview main signal getting water inside

 FROM WHERE  During the vehicle inspection, the right rearview mirror signal was opened from the pressing points. 
It has been determined that it does so and gets water into the interior. any pulse in the signal 
There are no traces of fracture. PROCESSMENT  The problem was resolved by changing the right rearview mirror signal.",Number of Parts Replaced,0,0,1,0,0,0,0
